,TMAX
1881,-4.5
1882,
1883,
1884,0.3
1885,-0.9
1886,-10.9
1887,0.9
1888,-7.2
1889,-12.3
1890,0.7
1891,-5.4
1892,-5.5
1893,-18.3
1894,-4.0
1895,-13.5
1896,0.8
1897,-15.7
1898,-10.0
1899,-9.8
1900,1.4
1901,-3.7
1902,-12.9
1903,
1904,-12.0
1905,2.5
1906,-0.1
1907,-3.7
1908,1.5
1909,-9.8
1910,0.2
1911,-18.0
1912,-2.5
1913,-0.2
1914,2.0
1915,-9.5
1916,-2.4
1917,-16.2
1918,1.8
1919,-7.8
1920,1.0
1921,-9.0
1922,-14.4
1923,-11.1
1924,-7.4
1925,2.6
1926,-17.3
1927,0.4
1928,-4.8
1929,-23.6
1930,-5.6
1931,-19.4
1932,-2.2
1933,-1.4
1934,1.9
1935,-6.1
1936,-0.9
1937,2.0
1938,2.3
1939,2.0
1940,-11.0
1941,-12.9
1942,-13.7
1943,-7.5
1944,-4.0
1945,-2.7
1946,-2.5
1947,-16.7
1948,-11.5
1949,-4.1
1950,-4.7
1951,-7.8
1952,-1.5
1953,-15.5
1954,-5.3
1955,2.5
1956,-24.7
1957,3.9
1958,-9.1
1959,-0.4
1960,-6.0
1961,-0.8
1962,1.3
1963,-4.0
1964,0.6
1965,-9.3
1966,-18.1
1967,1.2
1968,0.0
1969,-12.5
1970,-5.4
1971,-2.1
1972,-6.0
1973,0.7
1974,1.6
1975,3.4
1976,-14.5
1977,-6.6
1978,-7.2
1979,-13.7
1980,-5.8
1981,0.5
1982,-11.7
1983,-6.3
1984,-3.7
1985,-16.3
1986,-10.3
1987,2.0
1988,2.1
1989,3.3
1990,6.1
1991,-7.1
1992,0.4
1993,-0.7
1994,-10.7
1995,2.0
1996,-13.6
1997,-1.3
1998,-15.4
1999,-11.3
2000,0.9
2001,-6.5
2002,4.6
2003,-4.5
2004,1.3
2005,-1.0
2006,-16.8
2007,-14.3
2008,1.7
2009,-4.7
2010,-5.3
2011,-0.7
2012,-14.1
2013,0.6
2014,
2015,
2016,-2.6
2017,-8.1
2018,
2019,-1.3
