,TMAX
1881,6.0
1882,
1883,4.1
1884,-1.7
1885,-2.2
1886,3.1
1887,1.7
1888,5.9
1889,3.4
1890,1.3
1891,-2.0
1892,-3.2
1893,-1.9
1894,5.7
1895,11.6
1896,1.2
1897,-2.3
1898,5.2
1899,3.6
1900,0.2
1901,-0.3
1902,-2.2
1903,
1904,0.8
1905,-2.8
1906,2.9
1907,-1.8
1908,3.0
1909,-0.7
1910,2.8
1911,8.4
1912,0.9
1913,1.6
1914,1.4
1915,0.8
1916,-2.0
1917,1.0
1918,5.5
1919,-7.2
1920,7.7
1921,-2.1
1922,3.2
1923,6.4
1924,1.9
1925,0.6
1926,4.4
1927,-3.6
1928,5.7
1929,1.0
1930,-1.1
1931,2.0
1932,-1.6
1933,-5.0
1934,5.7
1935,3.0
1936,0.0
1937,1.6
1938,3.9
1939,6.2
1940,4.3
1941,-1.9
1942,2.7
1943,6.6
1944,-2.3
1945,-1.6
1946,-3.6
1947,-1.8
1948,3.2
1949,3.1
1950,3.7
1951,-7.7
1952,1.5
1953,0.6
1954,0.2
1955,2.2
1956,0.4
1957,1.9
1958,4.7
1959,-3.8
1960,-3.0
1961,4.0
1962,2.1
1963,5.8
1964,5.7
1965,-5.1
1966,2.3
1967,5.0
1968,1.1
1969,6.3
1970,3.9
1971,4.4
1972,2.5
1973,-4.5
1974,7.3
1975,2.4
1976,2.6
1977,4.7
1978,7.3
1979,7.3
1980,3.0
1981,0.2
1982,4.3
1983,0.2
1984,1.3
1985,-1.0
1986,2.4
1987,1.5
1988,3.3
1989,1.0
1990,6.0
1991,5.6
1992,-0.5
1993,-8.3
1994,0.3
1995,3.6
1996,3.9
1997,2.0
1998,-10.4
1999,0.3
2000,4.9
2001,2.4
2002,0.7
2003,0.6
2004,0.5
2005,2.3
2006,0.3
2007,-1.2
2008,3.7
2009,2.8
2010,3.0
2011,6.4
2012,7.3
2013,8.3
2014,0.4
2015,2.6
2016,
2017,5.5
