,TMAX
1881,1.3
1882,
1883,6.1
1884,8.8
1885,-3.8
1886,1.2
1887,6.4
1888,0.7
1889,-1.0
1890,6.7
1891,11.8
1892,3.3
1893,4.7
1894,0.0
1895,9.2
1896,6.2
1897,7.9
1898,5.3
1899,6.4
1900,4.5
1901,7.8
1902,4.4
1903,
1904,4.0
1905,4.0
1906,4.7
1907,9.4
1908,7.6
1909,9.9
1910,0.0
1911,10.6
1912,-3.3
1913,7.3
1914,2.4
1915,1.0
1916,1.4
1917,8.2
1918,7.3
1919,9.9
1920,6.2
1921,2.5
1922,-0.6
1923,12.3
1924,6.6
1925,0.4
1926,-0.1
1927,-0.1
1928,9.7
1929,8.5
1930,10.4
1931,3.6
1932,10.2
1933,1.5
1934,11.2
1935,4.5
1936,4.6
1937,9.9
1938,3.4
1939,1.4
1940,3.3
1941,2.2
1942,8.0
1943,9.2
1944,5.6
1945,2.2
1946,0.1
1947,3.0
1948,6.1
1949,9.4
1950,3.7
1951,6.0
1952,3.4
1953,7.5
1954,8.4
1955,5.6
1956,8.9
1957,8.8
1958,5.0
1959,-2.2
1960,-0.4
1961,7.4
1962,8.5
1963,7.6
1964,10.1
1965,6.5
1966,9.2
1967,6.6
1968,1.5
1969,5.3
1970,1.7
1971,1.4
1972,6.1
1973,-0.3
1974,5.9
1975,7.1
1976,1.3
1977,7.6
1978,7.9
1979,4.1
1980,1.8
1981,11.1
1982,10.3
1983,9.0
1984,7.6
1985,8.6
1986,7.8
1987,1.6
1988,5.2
1989,10.7
1990,6.2
1991,3.0
1992,-0.3
1993,1.0
1994,5.2
1995,9.4
1996,5.3
1997,1.8
1998,13.6
1999,3.6
2000,9.8
2001,3.9
2002,0.3
2003,1.2
2004,8.3
2005,5.8
2006,15.6
2007,6.5
2008,8.7
2009,5.1
2010,7.7
2011,9.8
2012,7.2
2013,12.1
2014,
2015,
2016,7.4
2017,
2018,9.0
