,TMAX
1881,16.2
1882,
1883,18.0
1884,13.8
1885,12.8
1886,17.4
1887,24.1
1888,15.3
1889,14.7
1890,16.7
1891,17.1
1892,19.9
1893,9.7
1894,14.8
1895,11.3
1896,19.4
1897,20.0
1898,14.4
1899,18.0
1900,16.9
1901,10.9
1902,13.7
1903,17.7
1904,13.6
1905,14.6
1906,13.3
1907,15.6
1908,17.6
1909,17.3
1910,19.5
1911,13.8
1912,21.3
1913,19.0
1914,13.9
1915,17.1
1916,10.8
1917,21.2
1918,16.1
1919,17.5
1920,19.5
1921,16.2
1922,15.6
1923,16.4
1924,17.9
1925,14.7
1926,15.9
1927,18.3
1928,15.0
1929,14.6
1930,15.5
1931,16.9
1932,18.3
1933,14.1
1934,24.6
1935,18.6
1936,14.7
1937,17.4
1938,28.0
1939,15.7
1940,16.0
1941,12.2
1942,22.5
1943,14.6
1944,14.7
1945,13.8
1946,19.4
1947,13.2
1948,16.8
1949,22.7
1950,14.5
1951,26.3
1952,15.5
1953,21.2
1954,16.0
1955,17.7
1956,13.9
1957,19.3
1958,20.5
1959,14.2
1960,17.3
1961,14.7
1962,14.6
1963,27.1
1964,15.4
1965,17.9
1966,17.2
1967,15.6
1968,27.0
1969,13.7
1970,18.6
1971,16.9
1972,16.6
1973,14.2
1974,23.3
1975,19.3
1976,14.4
1977,25.9
1978,20.4
1979,18.0
1980,13.9
1981,15.0
1982,14.9
1983,23.9
1984,13.5
1985,18.9
1986,15.3
1987,14.4
1988,21.5
1989,22.1
1990,13.4
1991,19.9
1992,17.5
1993,13.5
1994,16.2
1995,25.0
1996,20.3
1997,16.1
1998,13.4
1999,22.7
2000,21.4
2001,17.3
2002,21.6
2003,12.7
2004,22.8
2005,19.1
2006,23.4
2007,15.3
2008,19.0
2009,23.7
2010,12.3
2011,18.2
2012,16.1
2013,18.5
2014,
2015,14.5
2016,18.8
2017,14.7
2018,24.2
