,TMAX
1881,-18.5
1882,
1883,
1884,-10.8
1885,-2.8
1886,-8.6
1887,-1.8
1888,-8.9
1889,-10.2
1890,-6.7
1891,-2.5
1892,-5.0
1893,-22.5
1894,-4.7
1895,-9.9
1896,0.1
1897,-7.3
1898,3.2
1899,1.6
1900,-11.6
1901,-2.0
1902,-18.0
1903,
1904,-6.3
1905,-10.6
1906,0.0
1907,
1908,-6.2
1909,-0.4
1910,-0.6
1911,-7.9
1912,
1913,-3.7
1914,-6.6
1915,
1916,-20.5
1917,-1.5
1918,-22.5
1919,-6.9
1920,-7.1
1921,2.6
1922,-7.0
1923,1.1
1924,0.9
1925,2.1
1926,-11.6
1927,-17.1
1928,2.2
1929,-9.6
1930,1.0
1931,0.8
1932,-0.8
1933,-8.2
1934,-7.2
1935,-4.3
1936,-0.8
1937,-6.5
1938,-9.8
1939,0.5
1940,-0.8
1941,-16.0
1942,-22.9
1943,-8.5
1944,-7.8
1945,0.7
1946,-6.4
1947,-9.6
1948,-5.9
1949,0.8
1950,-0.2
1951,2.3
1952,-3.5
1953,1.6
1954,-1.4
1955,-3.5
1956,1.7
1957,-4.9
1958,0.2
1959,-4.8
1960,-14.5
1961,0.6
1962,3.1
1963,-11.4
1964,-5.3
1965,0.2
1966,-15.1
1967,-10.5
1968,-21.0
1969,-6.1
1970,-5.5
1971,1.3
1972,-7.9
1973,-0.1
1974,-8.6
1975,3.4
1976,-14.0
1977,-0.4
1978,-7.2
1979,2.2
1980,1.6
1981,-1.2
1982,1.0
1983,4.1
1984,-2.0
1985,-12.3
1986,-0.9
1987,-14.2
1988,2.3
1989,1.8
1990,-17.3
1991,-8.1
1992,-8.6
1993,3.4
1994,3.9
1995,-4.4
1996,-1.0
1997,2.8
1998,-2.1
1999,-2.0
2000,2.1
2001,0.4
2002,2.5
2003,-7.1
2004,-1.7
2005,4.2
2006,2.2
2007,1.1
2008,3.5
2009,3.7
2010,-4.1
2011,-2.8
2012,0.1
2013,-2.5
2014,
2015,
2016,
2017,0.7
2018,-3.2
2019,
