,TMAX
1881,8.3
1882,
1883,6.7
1884,9.2
1885,13.8
1886,10.7
1887,6.2
1888,10.0
1889,18.2
1890,4.7
1891,10.0
1892,6.6
1893,9.8
1894,10.9
1895,10.5
1896,6.5
1897,6.8
1898,0.7
1899,11.6
1900,9.5
1901,10.9
1902,5.6
1903,
1904,6.7
1905,7.2
1906,7.5
1907,14.7
1908,10.4
1909,12.5
1910,9.2
1911,2.4
1912,5.0
1913,8.2
1914,7.9
1915,4.4
1916,4.0
1917,14.0
1918,15.4
1919,8.1
1920,8.8
1921,10.9
1922,8.5
1923,10.2
1924,11.5
1925,4.5
1926,4.9
1927,1.1
1928,2.7
1929,8.5
1930,7.7
1931,10.2
1932,11.5
1933,10.7
1934,7.1
1935,10.2
1936,6.6
1937,5.0
1938,11.0
1939,5.9
1940,8.0
1941,0.9
1942,7.1
1943,11.6
1944,14.6
1945,3.6
1946,2.1
1947,11.3
1948,6.7
1949,11.3
1950,9.5
1951,10.4
1952,4.3
1953,15.4
1954,12.6
1955,12.9
1956,7.1
1957,10.4
1958,8.5
1959,6.6
1960,5.4
1961,10.0
1962,8.6
1963,9.6
1964,13.6
1965,10.2
1966,6.1
1967,14.3
1968,11.3
1969,8.6
1970,3.8
1971,5.5
1972,8.1
1973,6.1
1974,8.1
1975,9.3
1976,-0.1
1977,7.7
1978,9.7
1979,16.4
1980,13.0
1981,8.2
1982,8.0
1983,12.2
1984,5.5
1985,9.3
1986,8.6
1987,11.3
1988,12.3
1989,9.5
1990,10.6
1991,11.9
1992,0.2
1993,13.1
1994,11.5
1995,11.8
1996,7.8
1997,8.4
1998,11.5
1999,9.2
2000,12.9
2001,11.6
2002,1.4
2003,8.5
2004,10.0
2005,15.4
2006,8.8
2007,6.7
2008,12.5
2009,4.4
2010,5.2
2011,6.9
2012,7.9
2013,8.7
2014,
2015,
2016,6.1
2017,8.4
2018,
