,TMAX
1881,16.7
1882,
1883,
1884,12.7
1885,11.0
1886,6.9
1887,14.2
1888,12.2
1889,15.0
1890,15.4
1891,1.8
1892,12.6
1893,5.3
1894,19.9
1895,11.9
1896,18.2
1897,20.4
1898,14.2
1899,7.6
1900,17.7
1901,1.4
1902,9.7
1903,10.3
1904,8.6
1905,10.5
1906,27.1
1907,8.5
1908,1.2
1909,4.8
1910,21.0
1911,16.5
1912,5.9
1913,4.0
1914,18.3
1915,9.2
1916,20.1
1917,14.1
1918,4.0
1919,9.7
1920,11.4
1921,14.5
1922,7.2
1923,8.4
1924,16.7
1925,11.1
1926,1.3
1927,16.5
1928,6.9
1929,8.7
1930,6.5
1931,13.7
1932,16.5
1933,7.2
1934,25.8
1935,8.5
1936,11.4
1937,11.3
1938,11.4
1939,8.1
1940,21.2
1941,9.3
1942,1.4
1943,14.8
1944,9.6
1945,16.4
1946,7.8
1947,10.1
1948,17.2
1949,19.4
1950,17.0
1951,10.7
1952,10.1
1953,10.3
1954,10.4
1955,11.5
1956,9.4
1957,11.9
1958,5.3
1959,19.4
1960,13.0
1961,15.1
1962,8.8
1963,16.7
1964,15.2
1965,9.9
1966,13.9
1967,22.9
1968,17.3
1969,13.7
1970,29.4
1971,9.6
1972,17.5
1973,13.3
1974,5.6
1975,14.3
1976,12.0
1977,18.7
1978,8.5
1979,10.4
1980,9.7
1981,11.8
1982,14.5
1983,12.8
1984,20.9
1985,13.2
1986,10.0
1987,15.6
1988,14.8
1989,16.1
1990,16.6
1991,10.6
1992,13.4
1993,16.2
1994,13.4
1995,10.3
1996,21.3
1997,8.6
1998,14.5
1999,9.8
2000,10.9
2001,24.7
2002,23.8
2003,11.0
2004,25.8
2005,10.9
2006,21.6
2007,8.8
2008,15.1
2009,17.7
2010,9.3
2011,7.4
2012,16.3
2013,16.6
2014,
2015,15.5
2016,20.5
2017,
2018,
