,TMAX
1881,18.7
1882,
1883,
1884,16.7
1885,25.1
1886,21.7
1887,16.1
1888,17.9
1889,21.8
1890,24.8
1891,18.4
1892,16.6
1893,21.4
1894,20.1
1895,17.8
1896,16.9
1897,18.9
1898,19.5
1899,19.8
1900,22.1
1901,24.5
1902,17.4
1903,17.0
1904,19.4
1905,20.7
1906,18.3
1907,17.0
1908,25.1
1909,15.8
1910,15.2
1911,27.8
1912,18.4
1913,18.8
1914,20.9
1915,23.6
1916,16.6
1917,24.1
1918,18.3
1919,17.2
1920,19.0
1921,20.1
1922,17.9
1923,13.4
1924,21.6
1925,24.9
1926,24.2
1927,23.2
1928,17.9
1929,22.4
1930,21.5
1931,20.2
1932,24.7
1933,18.0
1934,25.1
1935,24.5
1936,25.3
1937,24.6
1938,24.4
1939,26.1
1940,22.1
1941,23.9
1942,24.6
1943,19.8
1944,22.8
1945,26.2
1946,24.0
1947,23.1
1948,23.7
1949,19.2
1950,21.5
1951,21.7
1952,15.3
1953,18.5
1954,21.7
1955,22.2
1956,15.3
1957,21.3
1958,19.4
1959,22.9
1960,23.0
1961,20.9
1962,17.1
1963,20.6
1964,14.5
1965,19.0
1966,19.5
1967,26.1
1968,23.4
1969,23.6
1970,16.7
1971,21.1
1972,21.5
1973,19.7
1974,23.7
1975,16.0
1976,15.2
1977,20.3
1978,16.6
1979,25.4
1980,21.3
1981,17.4
1982,19.3
1983,24.8
1984,16.7
1985,21.5
1986,20.2
1987,19.2
1988,19.5
1989,23.3
1990,18.5
1991,18.4
1992,28.3
1993,22.6
1994,17.8
1995,15.7
1996,24.1
1997,21.0
1998,15.8
1999,22.1
2000,23.1
2001,20.5
2002,28.5
2003,19.6
2004,19.2
2005,20.8
2006,25.3
2007,29.6
2008,24.5
2009,21.0
2010,27.9
2011,17.4
2012,16.2
2013,20.1
2014,
2015,29.3
2016,17.1
2017,26.6
2018,
