,TMAX
1881,18.4
1882,
1883,
1884,23.6
1885,26.0
1886,24.0
1887,20.4
1888,21.9
1889,22.2
1890,19.1
1891,15.8
1892,12.7
1893,22.6
1894,20.6
1895,21.9
1896,31.7
1897,22.1
1898,18.8
1899,16.0
1900,24.2
1901,28.3
1902,15.2
1903,19.6
1904,23.0
1905,19.2
1906,24.7
1907,18.3
1908,23.8
1909,22.4
1910,24.4
1911,26.0
1912,29.8
1913,25.0
1914,15.5
1915,24.0
1916,14.6
1917,25.6
1918,16.2
1919,20.9
1920,22.5
1921,24.0
1922,24.1
1923,13.1
1924,23.0
1925,21.6
1926,17.8
1927,27.0
1928,15.2
1929,20.3
1930,20.6
1931,24.5
1932,25.0
1933,20.9
1934,21.9
1935,22.7
1936,30.1
1937,21.9
1938,23.5
1939,22.5
1940,21.9
1941,27.4
1942,18.6
1943,24.9
1944,19.3
1945,19.6
1946,22.4
1947,18.3
1948,22.1
1949,19.8
1950,22.0
1951,25.7
1952,24.6
1953,20.7
1954,20.5
1955,22.9
1956,20.9
1957,20.2
1958,19.3
1959,27.7
1960,22.7
1961,25.0
1962,16.6
1963,31.3
1964,18.4
1965,17.9
1966,23.2
1967,31.2
1968,16.5
1969,18.2
1970,22.6
1971,20.4
1972,29.5
1973,22.9
1974,19.8
1975,25.0
1976,18.1
1977,23.8
1978,25.3
1979,21.5
1980,25.3
1981,20.1
1982,23.3
1983,28.4
1984,25.4
1985,20.1
1986,21.0
1987,20.5
1988,18.5
1989,29.6
1990,24.0
1991,27.4
1992,23.7
1993,20.2
1994,27.4
1995,26.8
1996,20.3
1997,23.6
1998,22.6
1999,27.2
2000,21.7
2001,18.5
2002,22.6
2003,28.9
2004,27.8
2005,19.0
2006,20.0
2007,25.5
2008,15.6
2009,18.9
2010,28.1
2011,22.0
2012,26.0
2013,25.8
2014,
2015,
2016,
2017,
2018,30.9
