,TMAX
1881,3.7
1882,
1883,7.4
1884,7.9
1885,-2.1
1886,1.6
1887,0.7
1888,2.3
1889,3.7
1890,1.7
1891,0.0
1892,2.4
1893,5.8
1894,-2.0
1895,3.7
1896,10.6
1897,7.4
1898,-0.6
1899,3.1
1900,4.1
1901,11.1
1902,-0.7
1903,
1904,5.8
1905,2.2
1906,7.5
1907,9.2
1908,3.1
1909,14.7
1910,2.0
1911,3.5
1912,0.9
1913,7.5
1914,5.9
1915,1.7
1916,4.0
1917,9.6
1918,6.4
1919,9.0
1920,1.8
1921,6.6
1922,2.8
1923,9.4
1924,6.1
1925,0.4
1926,2.5
1927,2.7
1928,9.4
1929,9.5
1930,8.3
1931,3.4
1932,6.1
1933,2.6
1934,11.5
1935,8.3
1936,2.3
1937,9.3
1938,3.2
1939,5.9
1940,3.4
1941,2.9
1942,2.5
1943,11.5
1944,9.5
1945,-0.8
1946,1.9
1947,1.5
1948,9.7
1949,13.0
1950,5.8
1951,9.1
1952,3.7
1953,10.8
1954,10.0
1955,6.6
1956,9.3
1957,9.0
1958,3.6
1959,1.9
1960,3.1
1961,5.6
1962,9.6
1963,9.5
1964,8.0
1965,9.1
1966,9.6
1967,9.3
1968,7.8
1969,7.0
1970,10.1
1971,7.3
1972,3.3
1973,0.6
1974,7.5
1975,6.3
1976,1.5
1977,8.9
1978,2.8
1979,6.7
1980,5.2
1981,8.6
1982,4.2
1983,7.3
1984,10.1
1985,8.9
1986,8.0
1987,2.5
1988,8.1
1989,11.7
1990,5.5
1991,5.5
1992,3.5
1993,1.1
1994,5.8
1995,2.9
1996,6.4
1997,2.0
1998,8.3
1999,6.2
2000,9.7
2001,5.1
2002,-0.4
2003,1.2
2004,7.4
2005,11.1
2006,11.5
2007,4.3
2008,12.2
2009,6.3
2010,6.0
2011,9.8
2012,6.4
2013,4.4
2014,
2015,5.0
2016,3.5
2017,2.8
2018,11.4
