,TMAX
1881,-5.4
1882,
1883,1.5
1884,-0.4
1885,2.0
1886,-2.5
1887,-18.4
1888,-9.5
1889,-0.7
1890,-0.8
1891,-0.3
1892,-8.8
1893,3.1
1894,-1.1
1895,-6.2
1896,1.4
1897,3.2
1898,2.3
1899,-2.2
1900,-21.3
1901,-7.8
1902,-0.7
1903,
1904,-13.0
1905,-14.2
1906,-9.0
1907,-6.9
1908,-6.5
1909,0.2
1910,-2.3
1911,-3.0
1912,-5.6
1913,-8.8
1914,-3.8
1915,-14.0
1916,-11.4
1917,1.1
1918,-2.5
1919,-9.1
1920,-5.7
1921,-3.1
1922,-0.5
1923,-6.1
1924,1.2
1925,2.5
1926,-11.6
1927,-0.7
1928,-5.1
1929,1.0
1930,-11.3
1931,-6.6
1932,4.5
1933,-13.0
1934,-6.3
1935,0.5
1936,-5.5
1937,-5.8
1938,-6.1
1939,-4.5
1940,-13.8
1941,-14.6
1942,-5.2
1943,0.6
1944,1.6
1945,-3.4
1946,-3.6
1947,-14.1
1948,3.0
1949,-10.6
1950,-9.2
1951,2.8
1952,-3.6
1953,-2.9
1954,-3.1
1955,-2.3
1956,-5.5
1957,-0.1
1958,-7.7
1959,0.4
1960,0.5
1961,-4.9
1962,-9.6
1963,1.7
1964,-7.7
1965,-2.6
1966,-3.0
1967,-0.8
1968,-2.9
1969,-12.4
1970,-5.6
1971,-1.6
1972,1.9
1973,3.7
1974,-0.7
1975,2.6
1976,-6.4
1977,-11.6
1978,-28.0
1979,-4.3
1980,4.2
1981,-1.5
1982,0.0
1983,-2.0
1984,-5.7
1985,-6.5
1986,-9.3
1987,1.3
1988,2.6
1989,-0.5
1990,2.1
1991,2.9
1992,-0.5
1993,-4.7
1994,5.9
1995,-4.6
1996,-7.2
1997,-2.8
1998,2.1
1999,-2.3
2000,-0.3
2001,-5.1
2002,-14.4
2003,4.4
2004,2.0
2005,-1.0
2006,1.3
2007,3.5
2008,0.6
2009,-8.3
2010,-6.5
2011,4.6
2012,-3.5
2013,5.2
2014,
2015,-3.8
2016,
2017,
2018,
