,TMAX
1881,-3.0
1882,
1883,
1884,10.0
1885,7.1
1886,6.5
1887,5.3
1888,3.0
1889,3.2
1890,15.4
1891,3.5
1892,-1.4
1893,6.5
1894,13.1
1895,5.6
1896,6.4
1897,5.9
1898,2.4
1899,6.4
1900,6.1
1901,4.1
1902,-2.5
1903,
1904,9.0
1905,1.5
1906,9.0
1907,6.3
1908,8.7
1909,-1.1
1910,4.1
1911,4.4
1912,-0.1
1913,5.1
1914,8.2
1915,6.6
1916,2.0
1917,2.1
1918,3.2
1919,1.6
1920,8.5
1921,8.4
1922,4.8
1923,4.4
1924,3.5
1925,10.4
1926,-0.7
1927,5.1
1928,1.7
1929,0.9
1930,10.3
1931,-1.8
1932,6.9
1933,1.4
1934,4.3
1935,4.3
1936,-0.3
1937,10.5
1938,3.2
1939,4.6
1940,6.6
1941,0.4
1942,4.8
1943,5.3
1944,2.8
1945,1.2
1946,4.0
1947,2.9
1948,7.7
1949,6.7
1950,7.0
1951,12.1
1952,10.2
1953,5.4
1954,2.2
1955,-2.4
1956,1.6
1957,3.9
1958,2.9
1959,5.8
1960,8.0
1961,2.3
1962,8.2
1963,6.3
1964,2.8
1965,0.6
1966,3.3
1967,15.0
1968,5.9
1969,1.3
1970,4.4
1971,11.4
1972,4.4
1973,7.5
1974,7.1
1975,10.2
1976,1.6
1977,2.8
1978,1.1
1979,5.4
1980,9.9
1981,8.9
1982,11.9
1983,9.6
1984,8.5
1985,4.2
1986,6.8
1987,2.1
1988,5.6
1989,9.1
1990,-0.4
1991,12.6
1992,1.2
1993,2.5
1994,11.3
1995,8.4
1996,15.1
1997,3.7
1998,4.0
1999,8.1
2000,4.2
2001,14.6
2002,8.3
2003,1.3
2004,11.5
2005,13.7
2006,8.9
2007,2.3
2008,12.6
2009,5.8
2010,6.4
2011,5.6
2012,0.0
2013,2.8
2014,
2016,10.1
2017,5.3
2018,
2019,13.7
