,TMAX
1881,-6.8
1882,
1883,0.1
1884,-9.4
1885,-5.5
1886,3.0
1887,1.8
1888,-1.5
1889,2.5
1890,-6.2
1891,-7.4
1892,-1.4
1893,2.4
1894,-6.7
1895,-7.0
1896,-1.7
1897,2.0
1898,-6.3
1899,-4.0
1900,3.2
1901,-4.5
1902,-11.8
1903,
1904,3.2
1905,-3.4
1906,-5.8
1907,-12.8
1908,-0.4
1909,1.0
1910,2.1
1911,-2.0
1912,1.6
1913,-3.9
1914,-2.5
1915,0.2
1916,-5.3
1917,-6.1
1918,2.3
1919,-3.6
1920,-4.7
1921,-2.1
1922,-1.8
1923,-1.6
1924,1.9
1925,-5.0
1926,-12.2
1927,-10.0
1928,-5.7
1929,-0.5
1930,-8.8
1931,-5.9
1932,5.9
1933,-0.5
1934,-2.3
1935,-1.3
1936,2.6
1937,-4.0
1938,-16.5
1939,2.2
1940,1.7
1941,-9.6
1942,-5.3
1943,3.2
1944,-2.6
1945,-11.9
1946,-0.2
1947,-4.2
1948,-3.9
1949,1.7
1950,0.7
1951,-2.9
1952,0.4
1953,-3.2
1954,2.6
1955,-23.0
1956,6.4
1957,2.3
1958,1.2
1959,-3.6
1960,3.1
1961,2.4
1962,-7.0
1963,-12.5
1964,1.4
1965,-6.3
1966,-6.7
1967,-5.6
1968,-3.8
1969,-6.1
1970,-4.3
1971,1.4
1972,1.0
1973,0.0
1974,2.3
1975,-7.0
1976,-5.2
1977,3.0
1978,-8.1
1979,2.7
1980,-2.2
1981,-7.1
1982,0.0
1983,-2.7
1984,-8.0
1985,-9.4
1986,-9.8
1987,-2.4
1988,1.5
1989,-6.2
1990,-3.6
1991,0.1
1992,2.8
1993,1.3
1994,-12.2
1995,-2.6
1996,-7.3
1997,1.3
1998,5.1
1999,0.7
2000,-2.0
2001,-6.1
2002,-5.2
2003,-1.1
2004,2.3
2005,0.0
2006,2.3
2007,1.8
2008,-0.4
2009,-8.7
2010,-12.9
2011,5.3
2012,-10.8
2013,3.6
2014,2.0
2015,
2016,
2017,1.2
2018,-4.7
