,TMAX
1881,2.4
1882,
1883,6.2
1884,6.2
1885,2.7
1886,4.1
1887,4.0
1888,-0.5
1889,5.1
1890,7.7
1891,3.4
1892,3.0
1893,0.0
1894,-7.4
1895,5.4
1896,0.0
1897,0.9
1898,-0.8
1899,9.0
1900,2.7
1901,1.5
1902,-1.5
1903,
1904,2.2
1905,3.0
1906,1.0
1907,5.3
1908,-5.4
1909,6.8
1910,-3.0
1911,6.4
1912,-1.9
1913,2.6
1914,0.9
1915,-9.1
1916,5.3
1917,4.4
1918,9.2
1919,-4.2
1920,2.4
1921,-2.3
1922,0.6
1923,4.5
1924,-0.1
1925,-0.4
1926,6.4
1927,4.6
1928,4.2
1929,5.5
1930,6.4
1931,5.4
1932,4.7
1933,1.2
1934,7.9
1935,2.9
1936,6.2
1937,7.0
1938,4.2
1939,6.5
1940,1.6
1941,-1.2
1942,-7.0
1943,3.3
1944,3.7
1945,-1.7
1946,5.9
1947,2.7
1948,2.4
1949,5.3
1950,-1.3
1951,-3.4
1952,3.3
1953,1.0
1954,6.5
1955,0.4
1956,-3.6
1957,7.3
1958,3.1
1959,4.7
1960,5.4
1961,4.7
1962,4.8
1963,9.7
1964,-2.4
1965,0.8
1966,3.2
1967,10.4
1968,-0.9
1969,3.5
1970,-1.3
1971,-0.4
1972,3.7
1973,2.7
1974,3.4
1975,4.4
1976,5.0
1977,9.3
1978,5.4
1979,3.1
1980,0.9
1981,2.3
1982,5.9
1983,8.7
1984,4.2
1985,5.3
1986,3.8
1987,-1.3
1988,-1.0
1989,5.2
1990,2.1
1991,4.6
1992,2.8
1993,0.4
1994,-0.1
1995,-0.2
1996,7.4
1997,5.8
1998,0.1
1999,-4.1
2000,7.5
2001,2.6
2002,0.7
2003,7.3
2004,6.7
2005,9.1
2006,5.1
2007,0.7
2008,2.1
2009,2.9
2010,2.0
2011,8.8
2012,3.6
2013,7.2
2014,
2015,4.6
2016,-4.7
2017,
2018,6.6
