,TMAX
1881,-3.0
1882,
1883,7.1
1884,8.4
1885,5.4
1886,5.8
1887,6.5
1888,-4.0
1889,3.7
1890,4.5
1891,3.5
1892,9.2
1893,5.3
1894,2.4
1895,3.3
1896,4.5
1897,6.9
1898,9.9
1899,5.5
1900,5.1
1901,2.0
1902,7.8
1903,
1904,5.5
1905,3.8
1906,2.5
1907,1.1
1908,0.3
1909,5.7
1910,-3.2
1911,4.8
1912,3.9
1913,8.7
1914,1.4
1915,0.5
1916,3.3
1917,6.1
1918,8.2
1919,-4.8
1920,1.8
1921,6.5
1922,0.1
1923,4.6
1924,7.5
1925,-1.3
1926,1.9
1927,8.4
1928,8.4
1929,7.3
1930,7.6
1931,0.9
1932,0.7
1933,9.7
1934,10.6
1935,8.4
1936,6.2
1937,5.8
1938,7.8
1939,0.7
1940,1.0
1941,-0.7
1942,7.9
1943,8.6
1944,-1.5
1945,6.2
1946,3.9
1947,3.2
1948,-0.3
1949,5.1
1950,2.0
1951,6.5
1952,-1.1
1953,1.6
1954,8.5
1955,1.2
1956,2.3
1957,8.9
1958,8.2
1959,9.0
1960,-0.6
1961,7.2
1962,9.0
1963,3.7
1964,6.5
1965,8.3
1966,1.5
1967,6.2
1968,0.0
1969,0.3
1970,0.4
1971,6.4
1972,5.7
1973,1.7
1974,7.1
1975,-0.8
1976,-1.7
1977,9.1
1978,6.9
1979,-1.7
1980,-1.1
1981,3.7
1982,7.1
1983,7.2
1984,8.5
1985,1.0
1986,6.4
1987,5.7
1988,-0.3
1989,8.3
1990,8.0
1991,4.6
1992,2.2
1993,4.1
1994,5.0
1995,-0.8
1996,4.7
1997,6.7
1998,5.0
1999,9.2
2000,10.5
2001,8.8
2002,1.6
2003,5.3
2004,7.5
2005,7.7
2006,6.2
2007,9.1
2008,7.5
2009,1.5
2010,8.7
2011,9.1
2012,3.5
2013,8.6
2014,
2015,
2016,1.5
2017,1.7
2018,
