,TMAX
1881,1.6
1882,
1883,
1884,1.3
1885,5.5
1886,5.6
1887,3.6
1888,7.5
1889,0.4
1890,0.7
1891,4.7
1892,0.8
1893,3.2
1894,12.7
1895,2.2
1896,0.0
1897,4.4
1898,2.8
1899,1.9
1900,0.4
1901,5.9
1902,2.6
1903,
1904,2.2
1905,2.4
1906,-0.5
1907,9.5
1908,7.2
1909,6.5
1910,7.4
1911,0.3
1912,1.3
1913,12.3
1914,2.5
1915,-0.1
1916,2.6
1917,5.3
1918,2.8
1919,-2.1
1920,9.8
1921,3.2
1922,3.5
1923,-1.3
1924,0.9
1925,6.2
1926,2.4
1927,2.1
1928,4.2
1929,-6.6
1930,1.6
1931,-1.4
1932,3.0
1933,5.7
1934,6.3
1935,2.2
1936,8.3
1937,1.7
1938,-0.8
1939,-4.6
1940,2.4
1941,1.6
1942,1.5
1943,7.0
1944,-1.6
1945,5.6
1946,-0.7
1947,1.7
1948,12.1
1949,5.6
1950,4.8
1951,2.1
1952,1.0
1953,1.8
1954,5.5
1955,-3.8
1956,1.3
1957,6.5
1958,3.1
1959,5.9
1960,-3.7
1961,2.2
1962,5.4
1963,0.0
1964,2.9
1965,0.6
1966,5.1
1967,4.5
1968,2.4
1969,2.2
1970,1.0
1971,4.5
1972,1.7
1973,7.5
1974,9.7
1975,1.7
1976,2.0
1977,-0.2
1978,10.2
1979,8.1
1980,2.7
1981,5.0
1982,4.4
1983,9.9
1984,7.8
1985,3.6
1986,6.5
1987,8.8
1988,12.8
1989,3.1
1990,6.0
1991,2.6
1992,1.9
1993,5.1
1994,9.4
1995,4.8
1996,4.1
1997,9.1
1998,3.8
1999,7.1
2000,6.2
2001,4.3
2002,7.0
2003,-2.6
2004,-0.1
2005,6.6
2006,8.3
2007,7.1
2008,13.9
2009,4.1
2010,14.4
2011,5.5
2012,0.8
2013,-0.1
2014,
2015,5.9
2016,
2017,6.5
2018,4.3
2019,
