,TMAX
1881,22.2
1882,
1883,
1884,16.9
1885,28.1
1886,24.7
1887,19.4
1888,20.6
1889,22.5
1890,23.9
1891,29.7
1892,20.9
1893,26.2
1894,20.0
1895,23.9
1896,25.2
1897,27.1
1898,19.3
1899,19.0
1900,17.6
1901,22.9
1902,17.3
1903,17.2
1904,16.3
1905,24.7
1906,18.6
1907,16.4
1908,19.7
1909,19.1
1910,21.5
1911,21.1
1912,17.9
1913,26.5
1914,30.0
1915,22.0
1916,20.3
1917,17.6
1918,19.3
1919,25.0
1920,24.5
1921,22.5
1922,21.6
1923,18.9
1924,22.6
1925,28.0
1926,22.9
1927,22.9
1928,13.3
1929,21.7
1930,19.2
1931,18.3
1932,23.7
1933,23.4
1934,20.1
1935,20.2
1936,32.7
1937,28.7
1938,26.4
1939,26.0
1940,23.0
1941,27.7
1942,18.8
1943,23.6
1944,25.7
1945,24.2
1946,21.4
1947,23.5
1948,20.9
1949,23.2
1950,25.4
1951,16.2
1952,17.3
1953,26.8
1954,20.7
1955,12.5
1956,15.5
1957,28.0
1958,18.1
1959,26.8
1960,20.4
1961,23.5
1962,24.2
1963,23.1
1964,23.7
1965,24.1
1966,24.3
1967,25.0
1968,14.2
1969,21.7
1970,17.0
1971,22.5
1972,22.4
1973,22.5
1974,25.1
1975,26.5
1976,25.6
1977,19.1
1978,18.8
1979,19.5
1980,23.1
1981,22.7
1982,16.8
1983,21.9
1984,18.7
1985,19.5
1986,22.5
1987,24.9
1988,21.1
1989,20.6
1990,23.5
1991,20.7
1992,26.6
1993,22.8
1994,22.5
1995,19.4
1996,20.8
1997,29.2
1998,22.1
1999,24.0
2000,25.5
2001,27.0
2002,26.9
2003,28.6
2004,24.0
2005,21.8
2006,23.4
2007,24.2
2008,23.1
2009,22.8
2010,29.3
2011,30.3
2012,17.7
2013,24.2
2014,
2015,20.4
2016,24.1
2017,
2018,27.1
