,TMAX
1881,-6.5
1882,
1883,
1884,-10.0
1885,-3.4
1886,-6.3
1887,0.7
1888,-13.1
1889,-6.7
1890,0.1
1891,-0.4
1892,-8.9
1893,-2.5
1894,-4.5
1895,1.6
1896,3.3
1897,-4.3
1898,-5.1
1899,-9.9
1900,-5.1
1901,-0.8
1902,-7.2
1903,
1904,-4.2
1905,0.0
1906,4.0
1907,3.3
1908,2.8
1909,0.6
1910,2.0
1911,1.9
1912,2.8
1913,3.7
1914,1.8
1915,-11.0
1916,-2.0
1917,-8.2
1918,2.9
1919,2.1
1920,0.5
1921,2.3
1922,1.4
1923,-6.6
1924,1.2
1925,-1.1
1926,2.3
1927,1.3
1928,-4.1
1929,-6.6
1930,0.8
1931,-9.1
1932,-2.9
1933,-5.2
1934,0.3
1935,-2.8
1936,0.4
1937,-0.7
1938,4.7
1939,1.3
1940,-5.6
1941,0.0
1942,-16.0
1943,1.0
1944,2.7
1945,-7.3
1946,-2.2
1947,-3.8
1948,3.2
1949,-0.7
1950,1.8
1951,-0.9
1952,-1.8
1953,-5.0
1954,2.9
1955,-4.1
1956,0.3
1957,-3.7
1958,1.4
1959,6.1
1960,-5.7
1961,4.2
1962,-7.5
1963,-2.1
1964,-9.7
1965,-5.3
1966,1.6
1967,4.0
1968,-0.8
1969,-2.6
1970,6.0
1971,-4.6
1972,-1.2
1973,-2.4
1974,1.9
1975,5.6
1976,-4.5
1977,0.3
1978,2.4
1979,2.7
1980,-4.5
1981,-4.9
1982,3.0
1983,1.4
1984,0.6
1985,-2.5
1986,0.0
1987,-12.4
1988,0.8
1989,4.2
1990,3.9
1991,1.1
1992,0.9
1993,-4.2
1994,0.4
1995,3.3
1996,-3.2
1997,5.0
1998,1.8
1999,2.5
2000,0.0
2001,2.1
2002,3.0
2003,-7.4
2004,-1.1
2005,-1.2
2006,-2.8
2007,1.6
2008,-2.9
2009,3.3
2010,-4.0
2011,0.2
2012,-2.5
2013,-3.3
2014,
2015,
2016,2.4
2017,
2018,-3.8
2019,-1.0
