,TMAX
1881,-1.2
1882,
1883,-4.4
1884,-8.2
1885,0.5
1886,2.0
1887,2.8
1888,-2.2
1889,-3.5
1890,2.8
1891,-0.6
1892,-1.2
1893,-4.9
1894,3.5
1895,-7.2
1896,-1.2
1897,0.1
1898,6.5
1899,-3.0
1900,-5.1
1901,-8.5
1902,-13.8
1903,
1904,1.8
1905,4.0
1906,0.5
1907,0.4
1908,-3.9
1909,1.6
1910,-1.4
1911,-5.4
1912,0.7
1913,0.6
1914,4.9
1915,-2.9
1916,2.5
1917,2.5
1918,2.0
1919,1.2
1920,-3.5
1921,-2.6
1922,-3.5
1923,-8.6
1924,-1.6
1925,-7.9
1926,-5.6
1927,-3.4
1928,0.2
1929,1.5
1930,2.5
1931,-7.6
1932,4.3
1933,-0.4
1934,-4.5
1935,2.6
1936,2.3
1937,-9.0
1938,6.6
1939,-1.6
1940,1.2
1941,-1.7
1942,-1.6
1943,-0.8
1944,-0.5
1945,-9.2
1946,3.5
1947,1.8
1948,4.9
1949,3.3
1950,3.7
1951,-3.7
1952,-0.7
1953,6.2
1954,0.8
1955,1.3
1956,1.9
1957,1.3
1958,-6.3
1959,0.7
1960,3.9
1961,0.4
1962,4.5
1963,-1.2
1964,-3.8
1965,2.1
1966,3.6
1967,-0.1
1968,0.4
1969,0.8
1970,1.5
1971,1.4
1972,6.3
1973,-9.0
1974,1.5
1975,2.5
1976,5.4
1977,-1.0
1978,-6.4
1979,5.3
1980,-0.2
1981,1.1
1982,1.5
1983,2.0
1984,-1.5
1985,-6.6
1986,-2.0
1987,1.6
1988,-1.1
1989,3.5
1990,6.0
1991,3.1
1992,3.2
1993,-8.1
1994,1.9
1995,-1.8
1996,4.4
1997,-3.9
1998,2.1
1999,0.5
2000,6.7
2001,-2.2
2002,-5.7
2003,2.4
2004,1.5
2005,3.4
2006,6.9
2007,-2.5
2008,6.0
2009,3.1
2010,-9.5
2011,3.2
2012,-1.0
2013,4.2
2014,3.2
2015,
2016,
2017,2.2
2018,
