,TMAX
1881,22.3
1882,
1883,17.6
1884,21.1
1885,11.7
1886,16.5
1887,19.2
1888,19.1
1889,17.0
1890,15.3
1891,12.3
1892,16.7
1893,13.5
1894,15.7
1895,14.4
1896,9.9
1897,13.0
1898,17.5
1899,12.4
1900,8.7
1901,13.4
1902,15.3
1903,23.2
1904,16.3
1905,16.5
1906,13.2
1907,21.8
1908,11.9
1909,18.4
1910,16.2
1911,13.4
1912,15.6
1913,11.0
1914,14.8
1915,14.6
1916,14.8
1917,10.0
1918,12.6
1919,23.5
1920,18.5
1921,13.2
1922,19.4
1923,10.3
1924,20.8
1925,15.2
1926,15.8
1927,17.3
1928,17.6
1929,14.8
1930,11.0
1931,16.5
1932,19.7
1933,9.7
1934,24.8
1935,15.5
1936,15.5
1937,18.7
1938,25.2
1939,18.3
1940,15.6
1941,12.2
1942,21.7
1943,15.6
1944,18.0
1945,14.4
1946,18.3
1947,17.5
1948,20.2
1949,18.9
1950,15.7
1951,18.5
1952,17.6
1953,11.9
1954,18.6
1955,18.6
1956,14.3
1957,16.3
1958,18.1
1959,16.9
1960,16.7
1961,15.2
1962,15.1
1963,19.1
1964,19.5
1965,21.6
1966,16.6
1967,21.9
1968,24.2
1969,15.4
1970,12.8
1971,13.6
1972,18.6
1973,13.2
1974,23.1
1975,19.9
1976,14.0
1977,18.6
1978,16.0
1979,16.6
1980,15.5
1981,16.0
1982,14.8
1983,17.5
1984,13.9
1985,17.4
1986,13.1
1987,15.7
1988,20.1
1989,18.6
1990,14.7
1991,11.1
1992,20.2
1993,14.0
1994,17.0
1995,17.4
1996,13.6
1997,17.2
1998,16.3
1999,26.7
2000,14.7
2001,20.7
2002,22.8
2003,19.2
2004,16.6
2005,22.7
2006,18.6
2007,14.6
2008,16.1
2009,17.2
2010,16.5
2011,17.7
2012,12.6
2013,19.4
2014,
2015,16.2
2016,
2017,12.4
2018,27.0
