,TMAX
1881,2.0
1882,
1883,
1884,1.2
1885,6.1
1886,6.5
1887,4.0
1888,1.4
1889,6.2
1890,5.9
1891,3.0
1892,3.4
1893,1.4
1894,9.7
1895,0.8
1896,3.4
1897,6.8
1898,3.4
1899,6.0
1900,6.7
1901,2.1
1902,-2.4
1903,
1904,5.2
1905,1.7
1906,-0.4
1907,8.3
1908,7.8
1909,5.7
1910,6.9
1911,-2.2
1912,4.4
1913,7.0
1914,3.8
1915,1.4
1916,7.7
1917,2.9
1918,2.9
1919,0.0
1920,11.0
1921,7.6
1922,3.4
1923,1.8
1924,4.4
1925,6.5
1926,3.0
1927,7.7
1928,4.8
1929,-0.1
1930,10.6
1931,5.2
1932,3.7
1933,4.3
1934,3.3
1935,6.2
1936,-0.4
1937,9.9
1938,3.8
1939,2.6
1940,2.6
1941,2.6
1942,2.3
1943,13.0
1944,1.3
1945,5.3
1946,8.4
1947,6.1
1948,6.8
1949,7.8
1950,4.4
1951,9.4
1952,9.6
1953,7.7
1954,5.5
1955,0.1
1956,1.8
1957,7.2
1958,4.4
1959,9.9
1960,7.5
1961,2.4
1962,13.6
1963,1.0
1964,3.7
1965,5.7
1966,8.5
1967,7.4
1968,3.8
1969,2.7
1970,5.4
1971,4.5
1972,6.0
1973,6.1
1974,7.3
1975,11.3
1976,4.6
1977,4.5
1978,2.2
1979,4.1
1980,4.7
1981,4.9
1982,5.5
1983,17.3
1984,12.4
1985,2.0
1986,7.6
1987,8.7
1988,6.5
1989,6.4
1990,9.4
1991,14.2
1992,5.9
1993,6.8
1994,11.0
1995,5.5
1996,10.9
1997,1.7
1998,3.2
1999,5.6
2000,8.2
2001,12.6
2002,4.2
2003,0.6
2004,10.2
2005,13.3
2006,5.1
2007,5.5
2008,13.7
2009,2.3
2010,13.7
2011,6.1
2012,5.4
2013,6.0
2014,
2015,8.6
2016,
2017,
2018,
2019,15.0
