,TMAX
1881,2.3
1882,
1883,
1884,3.7
1885,-4.8
1886,0.5
1887,-4.3
1888,-5.5
1889,-13.7
1890,-3.2
1891,2.6
1892,-0.4
1893,-0.8
1894,-4.3
1895,-12.8
1896,-5.1
1897,-3.3
1898,-12.0
1899,2.7
1900,-7.3
1901,-16.6
1902,-5.7
1903,
1904,-4.2
1905,-1.3
1906,-4.4
1907,-6.9
1908,0.0
1909,-9.8
1910,-2.2
1911,-17.6
1912,-3.6
1913,-7.5
1914,3.7
1915,-5.3
1916,-2.5
1917,-5.8
1918,-11.6
1919,-8.9
1920,-4.0
1921,0.3
1922,0.7
1923,-10.1
1924,-8.9
1925,5.0
1926,-4.1
1927,-2.7
1928,-4.1
1929,-12.1
1930,1.2
1931,-6.8
1932,-7.5
1933,-6.1
1934,-6.5
1935,-6.1
1936,-8.5
1937,-6.3
1938,-7.0
1939,1.1
1940,-9.8
1941,-0.4
1942,-6.6
1943,1.9
1944,-0.5
1945,1.3
1946,-4.5
1947,-9.1
1948,-12.4
1949,-6.4
1950,-1.8
1951,-0.2
1952,-2.9
1953,-10.0
1954,-8.7
1955,-3.9
1956,-17.8
1957,-3.4
1958,-9.0
1959,-2.3
1960,-12.6
1961,1.2
1962,2.1
1963,-11.6
1964,-11.1
1965,0.1
1966,-14.0
1967,-4.0
1968,-4.5
1969,-10.1
1970,-15.5
1971,-5.1
1972,0.6
1973,-6.8
1974,3.9
1975,-6.2
1976,-7.9
1977,-16.7
1978,-10.8
1979,-14.0
1980,-17.8
1981,-4.3
1982,1.6
1983,-9.6
1984,-2.7
1985,-14.6
1986,-1.0
1987,-4.8
1988,2.6
1989,1.8
1990,3.3
1991,-10.1
1992,2.4
1993,0.7
1994,-16.9
1995,-0.8
1996,-11.0
1997,2.1
1998,1.1
1999,-4.7
2000,3.4
2001,2.1
2002,3.0
2003,-2.0
2004,-12.6
2005,0.3
2006,-7.0
2007,-6.3
2008,0.8
2009,-3.7
2010,-3.7
2011,-14.8
2012,-10.1
2013,0.5
2014,
2015,
2016,3.1
2017,
2018,
2019,1.5
