,TMAX
1881,-6.0
1882,
1883,6.8
1884,7.2
1885,1.6
1886,5.6
1887,6.9
1888,-1.6
1889,4.7
1890,6.0
1891,4.6
1892,8.9
1893,7.1
1894,-1.5
1895,3.3
1896,8.3
1897,7.1
1898,9.1
1899,9.5
1900,5.9
1901,3.9
1902,5.5
1903,
1904,4.8
1905,4.8
1906,5.0
1907,4.5
1908,0.3
1909,7.7
1910,-1.8
1911,2.4
1912,0.1
1913,6.0
1914,-0.2
1915,3.0
1916,1.0
1917,7.2
1918,8.2
1919,-1.4
1920,-2.3
1921,-3.3
1922,0.4
1923,-0.1
1924,9.0
1925,5.9
1926,2.7
1927,3.4
1928,7.6
1929,8.1
1930,8.0
1931,1.5
1932,2.5
1933,9.3
1934,8.4
1935,7.2
1936,6.9
1937,8.6
1938,4.9
1939,1.7
1940,3.0
1941,-0.9
1942,8.5
1943,8.2
1944,-2.6
1945,3.1
1946,4.6
1947,3.6
1948,0.6
1949,4.4
1950,1.8
1951,7.4
1952,-0.3
1953,-0.4
1954,8.3
1955,3.5
1956,0.6
1957,7.9
1958,8.8
1959,11.0
1960,1.2
1961,9.3
1962,5.7
1963,3.0
1964,8.3
1965,8.4
1966,1.5
1967,9.3
1968,2.5
1969,1.2
1970,-0.3
1971,7.0
1972,5.0
1973,1.3
1974,7.5
1975,-2.4
1976,-0.7
1977,6.4
1978,1.1
1979,-2.9
1980,-2.6
1981,6.7
1982,8.8
1983,5.5
1984,10.2
1985,7.0
1986,6.2
1987,8.4
1988,-1.7
1989,5.6
1990,4.2
1991,2.5
1992,-4.2
1993,4.1
1994,5.9
1995,5.3
1996,7.6
1997,5.9
1998,5.1
1999,8.2
2000,10.1
2001,6.6
2002,2.2
2003,4.6
2004,1.6
2005,6.0
2006,1.2
2007,9.0
2008,13.0
2009,1.6
2010,9.6
2011,10.1
2012,0.9
2013,7.9
2014,
2015,
2016,1.8
2017,
2018,
