,TMAX
1881,21.1
1882,
1883,
1884,22.7
1885,30.8
1886,24.9
1887,21.5
1888,19.1
1889,14.0
1890,18.9
1891,26.6
1892,21.2
1893,16.0
1894,21.4
1895,19.7
1896,20.0
1897,22.7
1898,20.2
1899,26.0
1900,18.7
1901,27.7
1902,22.2
1903,22.3
1904,22.3
1905,17.0
1906,26.8
1907,24.7
1908,25.9
1909,22.7
1910,26.0
1911,20.0
1912,22.6
1913,22.4
1914,25.0
1915,18.7
1916,20.2
1917,22.5
1918,21.2
1919,27.5
1920,23.5
1921,12.7
1922,17.9
1923,24.6
1924,20.1
1925,23.4
1926,22.5
1927,29.0
1928,23.4
1929,25.3
1930,18.5
1931,22.6
1932,21.9
1933,23.5
1934,25.7
1935,16.9
1936,32.3
1937,21.0
1938,30.2
1939,21.4
1940,28.3
1941,31.4
1942,23.0
1943,23.4
1944,25.8
1945,25.6
1946,21.8
1947,20.7
1948,21.1
1949,20.0
1950,18.3
1951,24.4
1952,20.3
1953,21.8
1954,24.4
1955,26.9
1956,19.5
1957,27.6
1958,24.8
1959,30.6
1960,21.9
1961,24.0
1962,18.7
1963,22.6
1964,25.3
1965,21.4
1966,21.3
1967,19.4
1968,13.2
1969,19.3
1970,18.6
1971,17.6
1972,29.6
1973,25.9
1974,20.0
1975,19.9
1976,20.0
1977,22.9
1978,18.3
1979,23.5
1980,19.0
1981,26.1
1982,22.3
1983,22.6
1984,24.0
1985,20.9
1986,20.5
1987,17.5
1988,26.2
1989,24.7
1990,20.7
1991,23.8
1992,25.4
1993,18.9
1994,27.5
1995,19.4
1996,18.9
1997,18.5
1998,23.6
1999,32.4
2000,21.4
2001,23.0
2002,26.0
2003,29.4
2004,20.4
2005,27.4
2006,25.6
2007,19.8
2008,24.3
2009,19.9
2010,32.5
2011,23.3
2012,20.7
2013,27.0
2014,
2015,
2016,22.4
2017,
2018,
