,TMAX
1881,2.2
1882,
1883,4.6
1884,0.3
1885,4.2
1886,6.6
1887,-6.3
1888,-1.0
1889,3.4
1890,1.6
1891,-5.1
1892,1.4
1893,3.4
1894,5.1
1895,6.5
1896,-5.4
1897,6.5
1898,1.7
1899,0.5
1900,-0.1
1901,-3.3
1902,4.1
1903,
1904,-5.0
1905,-3.4
1906,-5.4
1907,2.8
1908,-4.9
1909,1.8
1910,-6.1
1911,0.0
1912,2.7
1913,1.1
1914,3.2
1915,5.7
1916,1.0
1917,5.0
1918,2.0
1919,-9.4
1920,4.6
1921,-6.6
1922,4.4
1923,8.3
1924,1.4
1925,1.8
1926,5.7
1927,-3.5
1928,7.0
1929,6.6
1930,4.4
1931,3.7
1932,5.1
1933,-1.6
1934,3.7
1935,4.9
1936,6.5
1937,2.9
1938,7.0
1939,2.9
1940,2.5
1941,-2.5
1942,-2.4
1943,1.9
1944,2.2
1945,-4.6
1946,5.4
1947,-0.9
1948,0.4
1949,6.4
1950,8.2
1951,-2.9
1952,1.6
1953,3.4
1954,4.9
1955,3.6
1956,-3.1
1957,4.3
1958,1.9
1959,0.2
1960,-3.0
1961,-2.7
1962,1.6
1963,1.6
1964,5.6
1965,-6.8
1966,0.6
1967,4.1
1968,0.2
1969,7.9
1970,3.4
1971,-0.4
1972,3.1
1973,1.7
1974,6.4
1975,3.3
1976,4.8
1977,5.4
1978,5.4
1979,2.6
1980,0.3
1981,1.2
1982,7.1
1983,-0.1
1984,-0.7
1985,1.8
1986,4.3
1987,-1.9
1988,3.1
1989,5.6
1990,1.3
1991,5.6
1992,0.7
1993,-1.7
1994,0.4
1995,3.3
1996,9.0
1997,9.0
1998,-7.2
1999,5.4
2000,5.2
2001,0.8
2002,-2.8
2003,4.1
2004,4.5
2005,9.6
2006,1.9
2007,-2.2
2008,6.9
2009,-1.1
2010,5.7
2011,6.2
2012,7.4
2013,5.6
2014,
2015,3.3
2016,-1.4
2017,
2018,6.2
