,TMAX
1881,2.9
1882,
1883,0.8
1884,-8.1
1885,-10.9
1886,2.6
1887,1.3
1888,1.5
1889,4.7
1890,-14.5
1891,-7.8
1892,-7.6
1893,-0.5
1894,2.5
1895,4.1
1896,2.9
1897,-4.0
1898,-3.9
1899,-4.7
1900,0.9
1901,-1.0
1902,-7.9
1903,
1904,1.3
1905,1.5
1906,4.8
1907,-6.4
1908,-1.3
1909,-3.3
1910,2.1
1911,-2.1
1912,3.4
1913,-1.3
1914,1.3
1915,-0.1
1916,6.3
1917,0.5
1918,3.5
1919,3.2
1920,1.6
1921,2.4
1922,0.5
1923,0.4
1924,7.1
1925,-2.1
1926,4.9
1927,-0.8
1928,2.3
1929,3.1
1930,-4.9
1931,-3.1
1932,3.0
1933,-3.0
1934,1.7
1935,-5.0
1936,-0.6
1937,2.3
1938,8.0
1939,-5.2
1940,3.9
1941,-3.3
1942,2.4
1943,1.2
1944,1.7
1945,1.3
1946,3.0
1947,-3.9
1948,-4.2
1949,-1.4
1950,1.7
1951,3.1
1952,0.4
1953,1.5
1954,-5.7
1955,-4.1
1956,-4.1
1957,0.5
1958,5.4
1959,-6.3
1960,1.8
1961,3.1
1962,1.8
1963,-3.4
1964,-4.8
1965,-5.1
1966,2.1
1967,0.2
1968,-1.0
1969,0.5
1970,3.3
1971,-5.7
1972,-3.6
1973,-4.4
1974,1.0
1975,-3.6
1976,-4.2
1977,2.0
1978,1.0
1979,3.7
1980,-0.6
1981,2.1
1982,8.3
1983,3.8
1984,-0.5
1985,-0.4
1986,2.2
1987,-8.1
1988,2.5
1989,-4.6
1990,-7.0
1991,7.0
1992,-3.0
1993,-6.4
1994,3.0
1995,4.8
1996,1.7
1997,0.7
1998,-4.4
1999,-4.8
2000,0.0
2001,-3.0
2002,-1.2
2003,2.4
2004,-0.9
2005,1.2
2006,8.5
2007,1.8
2008,0.3
2009,6.7
2010,-4.6
2011,6.9
2012,5.2
2013,0.8
2014,
2015,0.9
2016,1.2
2017,4.5
2018,
