,TMAX
1881,21.3
1882,
1883,27.1
1884,19.2
1885,11.3
1886,17.4
1887,18.4
1888,15.4
1889,16.4
1890,13.1
1891,14.9
1892,15.8
1893,13.1
1894,10.0
1895,10.1
1896,9.9
1897,13.0
1898,13.5
1899,12.0
1900,10.5
1901,17.7
1902,14.4
1903,17.7
1904,18.3
1905,18.7
1906,14.4
1907,14.1
1908,15.8
1909,20.9
1910,22.1
1911,12.0
1912,17.4
1913,15.6
1914,13.6
1915,17.7
1916,13.5
1917,16.5
1918,11.6
1919,16.4
1920,15.0
1921,15.7
1922,15.9
1923,14.5
1924,16.3
1925,14.9
1926,12.9
1927,13.6
1928,16.0
1929,11.5
1930,12.2
1931,12.5
1932,19.8
1933,16.3
1934,23.0
1935,12.7
1936,11.5
1937,14.7
1938,19.5
1939,19.0
1940,16.2
1941,15.3
1942,16.5
1943,15.6
1944,17.4
1945,11.7
1946,17.2
1947,18.7
1948,17.4
1949,22.1
1950,13.3
1951,13.5
1952,13.4
1953,12.5
1954,19.6
1955,22.9
1956,13.2
1957,16.1
1958,13.0
1959,17.6
1960,9.2
1961,11.7
1962,15.5
1963,17.7
1964,14.0
1965,19.9
1966,8.8
1967,23.0
1968,12.2
1969,15.9
1970,15.2
1971,12.5
1972,24.2
1973,12.6
1974,15.2
1975,19.6
1976,14.8
1977,13.0
1978,15.9
1979,18.0
1980,20.9
1981,16.0
1982,13.5
1983,14.9
1984,16.3
1985,14.4
1986,15.2
1987,15.9
1988,17.8
1989,12.6
1990,14.8
1991,13.5
1992,16.9
1993,10.8
1994,16.8
1995,13.0
1996,13.1
1997,13.5
1998,20.3
1999,20.1
2000,16.6
2001,18.3
2002,18.3
2003,15.9
2004,15.7
2005,15.5
2006,16.9
2007,13.4
2008,13.6
2009,19.1
2010,19.3
2011,18.1
2012,15.0
2013,18.0
2014,
2015,18.3
2016,18.0
2017,20.5
2018,20.2
