,TMAX
1881,18.6
1882,
1883,
1884,15.2
1885,26.2
1886,19.2
1887,18.0
1888,19.8
1889,19.5
1890,24.0
1891,19.2
1892,19.8
1893,16.0
1894,21.7
1895,15.5
1896,14.6
1897,15.8
1898,23.0
1899,15.5
1900,18.7
1901,24.2
1902,16.7
1903,17.3
1904,16.7
1905,20.0
1906,21.6
1907,17.1
1908,18.3
1909,16.5
1910,10.6
1911,21.4
1912,21.7
1913,15.3
1914,14.3
1915,13.0
1916,16.6
1917,26.1
1918,19.2
1919,15.5
1920,21.2
1921,24.7
1922,15.5
1923,16.6
1924,24.8
1925,26.3
1926,24.5
1927,18.5
1928,24.5
1929,18.4
1930,18.5
1931,21.5
1932,22.0
1933,18.2
1934,21.1
1935,27.1
1936,21.6
1937,24.8
1938,22.5
1939,26.9
1940,27.2
1941,24.5
1942,25.0
1943,16.7
1944,20.8
1945,24.7
1946,22.3
1947,19.8
1948,21.3
1949,21.2
1950,22.3
1951,26.3
1952,19.2
1953,20.7
1954,21.5
1955,25.1
1956,19.6
1957,21.5
1958,22.1
1959,25.1
1960,27.0
1961,19.3
1962,17.3
1963,17.1
1964,14.8
1965,14.6
1966,21.1
1967,24.5
1968,18.3
1969,19.3
1970,23.2
1971,18.9
1972,21.0
1973,23.1
1974,20.5
1975,17.0
1976,20.4
1977,16.8
1978,13.4
1979,23.5
1980,20.4
1981,20.2
1982,23.7
1983,16.0
1984,14.5
1985,21.2
1986,20.9
1987,17.0
1988,19.0
1989,21.3
1990,24.2
1991,18.9
1992,21.1
1993,19.1
1994,20.7
1995,19.1
1996,23.7
1997,15.0
1998,15.1
1999,19.0
2000,20.7
2001,20.0
2002,25.7
2003,20.7
2004,16.2
2005,20.9
2006,24.4
2007,32.8
2008,24.2
2009,18.2
2010,31.5
2011,18.9
2012,23.1
2013,19.6
2014,
2015,20.2
2016,21.1
2017,
2018,
