,TMAX
1881,-5.5
1882,
1883,
1884,-0.4
1885,2.3
1886,2.3
1887,2.5
1888,0.4
1889,2.2
1890,3.3
1891,-4.0
1892,3.5
1893,-0.3
1894,0.3
1895,-5.4
1896,3.4
1897,0.9
1898,-5.5
1899,-0.8
1900,2.5
1901,-4.0
1902,1.3
1903,
1904,2.8
1905,-0.1
1906,-0.2
1907,-0.9
1908,0.4
1909,-1.7
1910,1.9
1911,-2.6
1912,2.4
1913,2.9
1914,-3.1
1915,-7.7
1916,-3.1
1917,-11.0
1918,0.5
1919,-10.6
1920,1.4
1921,4.2
1922,-6.8
1923,5.0
1924,-7.6
1925,3.2
1926,-2.1
1927,4.3
1928,0.2
1929,6.1
1930,5.6
1931,4.3
1932,-4.8
1933,5.1
1934,2.5
1935,-1.6
1936,1.7
1937,3.8
1938,6.0
1939,-0.4
1940,-1.3
1941,-7.5
1942,-7.6
1943,5.0
1944,-0.1
1945,4.0
1946,1.5
1947,-0.8
1948,-1.3
1949,0.8
1950,4.5
1951,-1.0
1952,-7.7
1953,3.9
1954,2.9
1955,0.8
1956,5.3
1957,-5.8
1958,-5.8
1959,3.6
1960,3.5
1961,-1.3
1962,0.2
1963,-9.5
1964,0.4
1965,2.9
1966,1.9
1967,2.7
1968,7.1
1969,-0.6
1970,4.3
1971,2.0
1972,6.5
1973,-1.4
1974,2.9
1975,2.7
1976,-3.4
1977,0.2
1978,-7.2
1979,4.9
1980,-4.7
1981,-0.4
1982,4.7
1983,2.5
1984,-4.1
1985,5.2
1986,9.4
1987,1.4
1988,3.1
1989,10.4
1990,5.7
1991,5.0
1992,5.1
1993,2.5
1994,0.6
1995,2.5
1996,5.3
1997,-3.2
1998,2.6
1999,5.2
2000,7.0
2001,-2.5
2002,5.8
2003,-1.7
2004,4.2
2005,0.7
2006,-5.5
2007,7.4
2008,-1.2
2009,3.7
2010,2.8
2011,4.1
2012,4.4
2013,-4.6
2014,
2015,
2016,1.0
2017,8.3
2018,-2.9
2019,
