,TMAX
1881,-6.4
1882,
1883,
1884,-1.1
1885,-0.9
1886,-6.2
1887,-2.3
1888,-8.4
1889,-7.1
1890,-2.3
1891,-0.4
1892,-7.4
1893,-0.3
1894,-8.7
1895,0.0
1896,2.9
1897,-1.8
1898,-5.6
1899,-9.4
1900,-11.7
1901,-1.5
1902,-0.8
1903,
1904,-5.0
1905,-2.4
1906,0.1
1907,5.5
1908,1.3
1909,1.8
1910,1.5
1911,1.0
1912,2.9
1913,5.1
1914,-0.2
1915,-9.4
1916,-5.2
1917,-12.6
1918,2.1
1919,-1.6
1920,3.2
1921,-1.7
1922,1.2
1923,-5.6
1924,-0.5
1925,-2.1
1926,0.3
1927,1.4
1928,-1.1
1929,-10.6
1930,-3.1
1931,-4.5
1932,-5.3
1933,-7.7
1934,3.1
1935,-2.0
1936,2.2
1937,-2.4
1938,3.3
1939,4.9
1940,-4.9
1941,0.9
1942,-11.7
1943,-5.0
1944,3.1
1945,-8.7
1946,-0.5
1947,-7.7
1948,2.5
1949,-1.5
1950,2.6
1951,-2.6
1952,-1.6
1953,-2.1
1954,2.4
1955,-9.1
1956,-4.4
1957,-3.3
1958,1.0
1959,3.2
1960,-3.5
1961,5.0
1962,-6.6
1963,0.5
1964,-7.2
1965,-6.6
1966,0.2
1967,3.2
1968,1.5
1969,0.4
1970,3.6
1971,-5.6
1972,0.3
1973,1.6
1974,2.5
1975,5.6
1976,-1.4
1977,-7.1
1978,2.4
1979,2.9
1980,-0.9
1981,-8.9
1982,0.5
1983,-0.6
1984,0.9
1985,-3.2
1986,4.0
1987,-10.5
1988,1.9
1989,4.2
1990,2.3
1991,2.0
1992,0.3
1993,-2.2
1994,-2.0
1995,3.0
1996,-2.7
1997,5.3
1998,-3.6
1999,3.3
2000,-3.0
2001,-1.1
2002,3.5
2003,-1.5
2004,-2.9
2005,-2.0
2006,-3.3
2007,2.9
2008,0.8
2009,4.2
2010,-2.3
2011,-1.3
2012,-4.0
2013,2.3
2014,
2015,
2016,2.6
2017,-0.6
2018,-5.2
2019,
