,TMAX
1881,28.3
1882,
1883,
1884,24.4
1885,23.2
1886,21.6
1887,21.4
1888,21.2
1889,24.6
1890,18.8
1891,21.2
1892,22.9
1893,23.5
1894,18.0
1895,19.4
1896,28.3
1897,25.6
1898,19.9
1899,21.0
1900,17.7
1901,29.0
1902,18.9
1903,21.0
1904,16.5
1905,22.2
1906,23.8
1907,19.3
1908,23.7
1909,18.5
1910,22.6
1911,19.1
1912,24.6
1913,17.9
1914,24.9
1915,29.0
1916,20.5
1917,16.5
1918,19.5
1919,19.3
1920,24.5
1921,23.0
1922,16.3
1923,18.6
1924,23.8
1925,28.0
1926,20.4
1927,19.8
1928,15.4
1929,18.8
1930,21.6
1931,27.9
1932,30.2
1933,20.0
1934,22.9
1935,23.2
1936,30.9
1937,23.1
1938,28.7
1939,23.7
1940,23.1
1941,28.5
1942,19.8
1943,26.0
1944,20.4
1945,17.0
1946,23.3
1947,20.5
1948,23.0
1949,17.3
1950,20.9
1951,21.8
1952,17.5
1953,22.6
1954,21.0
1955,18.9
1956,15.3
1957,28.2
1958,18.9
1959,25.8
1960,31.3
1961,20.0
1962,20.0
1963,23.4
1964,21.5
1965,18.8
1966,22.0
1967,22.4
1968,21.3
1969,24.1
1970,26.4
1971,28.8
1972,25.5
1973,26.0
1974,19.8
1975,29.2
1976,22.5
1977,25.7
1978,25.0
1979,18.1
1980,26.5
1981,25.6
1982,21.8
1983,23.8
1984,19.7
1985,14.8
1986,27.1
1987,17.0
1988,25.6
1989,25.1
1990,18.9
1991,20.3
1992,27.9
1993,22.4
1994,24.8
1995,21.4
1996,20.5
1997,27.2
1998,20.7
1999,20.3
2000,15.1
2001,27.5
2002,22.4
2003,30.5
2004,25.0
2005,23.3
2006,17.8
2007,21.9
2008,21.9
2009,21.6
2010,32.6
2011,31.2
2012,25.9
2013,23.4
2014,
2015,
2016,
2017,23.9
2018,27.9
