,TMAX
1881,5.8
1882,
1883,6.4
1884,7.7
1885,12.9
1886,7.0
1887,11.4
1888,12.9
1889,12.0
1890,19.8
1891,11.3
1892,10.8
1893,17.2
1894,7.5
1895,9.4
1896,14.4
1897,15.9
1898,12.5
1899,12.8
1900,13.8
1901,14.5
1902,8.2
1903,14.3
1904,9.0
1905,11.3
1906,13.3
1907,8.0
1908,13.6
1909,15.8
1910,12.6
1911,18.0
1912,10.8
1913,8.9
1914,10.3
1915,10.3
1916,10.0
1917,11.0
1918,12.2
1919,16.9
1920,14.4
1921,13.5
1922,9.1
1923,16.3
1924,16.0
1925,13.7
1926,19.2
1927,10.3
1928,16.4
1929,13.5
1930,10.4
1931,8.4
1932,10.2
1933,16.7
1934,19.0
1935,12.4
1936,21.9
1937,14.9
1938,19.9
1939,14.2
1940,15.8
1941,13.3
1942,9.9
1943,14.2
1944,17.7
1945,14.3
1946,11.7
1947,17.8
1948,10.6
1949,14.4
1950,13.7
1951,8.5
1952,8.7
1953,11.1
1954,15.3
1955,12.9
1956,9.6
1957,11.2
1958,14.0
1959,10.9
1960,14.4
1961,14.3
1962,13.2
1963,15.1
1964,14.2
1965,13.7
1966,10.1
1967,14.2
1968,12.7
1969,11.1
1970,10.6
1971,14.1
1972,14.2
1973,7.9
1974,16.5
1975,14.2
1976,10.0
1977,10.0
1978,8.9
1979,13.4
1980,11.7
1981,10.9
1982,20.3
1983,16.8
1984,16.0
1985,12.9
1986,9.5
1987,10.7
1988,12.1
1989,16.0
1990,9.3
1991,12.6
1992,17.9
1993,11.3
1994,13.9
1995,14.9
1996,10.1
1997,11.1
1998,15.6
1999,18.1
2000,12.8
2001,20.2
2002,7.1
2003,17.6
2004,13.8
2005,15.8
2006,17.1
2007,17.0
2008,18.4
2009,15.9
2010,15.3
2011,15.5
2012,16.0
2013,15.8
2014,
2015,
2016,13.2
2017,15.2
2018,20.4
