,TMAX
1881,-6.2
1882,
1883,-0.9
1884,-1.9
1885,2.2
1886,-2.7
1887,-5.2
1888,-18.4
1889,-2.4
1890,-9.6
1891,0.2
1892,-20.4
1893,2.0
1894,1.1
1895,-3.7
1896,-5.4
1897,-8.4
1898,1.9
1899,-8.9
1900,-2.6
1901,-13.5
1902,2.0
1903,
1904,-10.7
1905,-3.1
1906,-7.0
1907,-22.0
1908,1.2
1909,-9.8
1910,2.6
1911,-0.7
1912,0.8
1913,-10.4
1914,-1.7
1915,-17.5
1916,1.1
1917,-4.0
1918,-0.5
1919,-13.3
1920,1.5
1921,0.2
1922,1.5
1923,-9.7
1924,-7.6
1925,-1.1
1926,1.1
1927,-3.1
1928,0.5
1929,-5.4
1930,-10.1
1931,3.0
1932,1.7
1933,-1.5
1934,-6.6
1935,1.7
1936,1.3
1937,-4.8
1938,-9.8
1939,-14.0
1940,-7.4
1941,-11.0
1942,-0.2
1943,1.6
1944,2.2
1945,-23.3
1946,-4.7
1947,-9.7
1948,-1.6
1949,-1.3
1950,-5.0
1951,2.0
1952,-0.5
1953,-1.6
1954,1.6
1955,-10.8
1956,-0.1
1957,1.4
1958,-5.2
1959,1.0
1960,2.9
1961,-1.2
1962,1.2
1963,1.9
1964,1.7
1965,-3.5
1966,-3.5
1967,-13.6
1968,2.0
1969,-11.9
1970,-4.8
1971,-0.3
1972,2.1
1973,-0.5
1974,4.0
1975,-1.0
1976,-2.9
1977,-6.5
1978,-17.8
1979,-0.6
1980,1.6
1981,-3.6
1982,1.2
1983,0.5
1984,-5.3
1985,2.5
1986,-10.3
1987,1.4
1988,-9.6
1989,-0.7
1990,0.1
1991,1.2
1992,1.7
1993,-4.3
1994,3.3
1995,-11.7
1996,-17.9
1997,-1.5
1998,1.5
1999,-0.2
2000,-7.5
2001,-13.7
2002,-10.2
2003,2.0
2004,-1.0
2005,-5.9
2006,-1.2
2007,2.2
2008,-3.1
2009,-2.3
2010,-9.3
2011,1.5
2012,-7.7
2013,5.4
2014,
2015,6.1
2016,
2017,-0.8
2018,
