,TMAX
1881,9.5
1882,
1883,
1884,3.9
1885,3.1
1886,7.6
1887,2.5
1888,15.1
1889,10.8
1890,4.7
1891,9.5
1892,9.8
1893,1.0
1894,1.4
1895,9.1
1896,9.0
1897,5.4
1898,3.3
1899,10.2
1900,3.6
1901,7.2
1902,3.8
1903,
1904,16.9
1905,11.0
1906,18.5
1907,1.6
1908,6.6
1909,-0.5
1910,12.6
1911,9.5
1912,16.0
1913,17.7
1914,9.7
1915,7.4
1916,13.9
1917,8.8
1918,18.1
1919,6.4
1920,4.9
1921,10.3
1922,0.4
1923,5.3
1924,4.1
1925,7.7
1926,6.9
1927,7.9
1928,7.0
1929,4.4
1930,15.2
1931,5.4
1932,5.9
1933,3.6
1934,10.1
1935,12.3
1936,10.7
1937,11.0
1938,5.4
1939,7.1
1940,11.6
1941,7.9
1942,18.8
1943,8.1
1944,8.2
1945,8.8
1946,6.3
1947,6.7
1948,9.9
1949,7.6
1950,12.2
1951,8.0
1952,5.5
1953,7.4
1954,9.0
1955,4.7
1956,4.2
1957,8.1
1958,8.2
1959,2.2
1960,12.5
1961,3.7
1962,12.0
1963,18.6
1964,12.4
1965,15.4
1966,3.6
1967,6.6
1968,10.6
1969,13.0
1970,8.7
1971,11.1
1972,6.0
1973,9.3
1974,4.0
1975,12.8
1976,4.9
1977,6.0
1978,15.8
1979,0.5
1980,5.2
1981,7.6
1982,1.0
1983,16.0
1984,6.1
1985,9.1
1986,9.6
1987,1.8
1988,7.4
1989,11.2
1990,18.2
1991,2.1
1992,6.4
1993,1.5
1994,3.6
1995,20.1
1996,9.3
1997,2.9
1998,7.8
1999,22.7
2000,22.7
2001,10.0
2002,12.2
2003,12.2
2004,19.1
2005,2.0
2006,12.9
2007,7.6
2008,9.7
2009,4.4
2010,9.1
2011,9.8
2012,13.7
2013,7.3
2014,
2016,8.1
2017,6.2
2018,
2019,9.8
