,TMAX
1881,21.0
1882,
1883,
1884,25.2
1885,17.5
1886,27.0
1887,21.5
1888,21.0
1889,27.0
1890,17.4
1891,18.8
1892,15.7
1893,16.5
1894,25.8
1895,24.5
1896,24.7
1897,18.3
1898,13.1
1899,17.2
1900,15.0
1901,26.7
1902,15.0
1903,23.0
1904,13.6
1905,29.8
1906,18.0
1907,19.7
1908,29.2
1909,20.7
1910,12.5
1911,11.4
1912,18.0
1913,11.8
1914,21.7
1915,12.6
1916,11.9
1917,25.0
1918,16.6
1919,25.9
1920,19.6
1921,19.7
1922,23.9
1923,26.1
1924,24.7
1925,14.4
1926,13.6
1927,22.4
1928,14.8
1929,20.0
1930,23.2
1931,17.6
1932,21.7
1933,25.3
1934,17.7
1935,20.5
1936,25.0
1937,28.5
1938,15.7
1939,25.8
1940,25.9
1941,21.8
1942,20.7
1943,19.4
1944,18.0
1945,14.9
1946,21.7
1947,25.3
1948,19.0
1949,16.1
1950,24.4
1951,23.8
1952,21.3
1953,27.9
1954,24.2
1955,14.9
1956,23.5
1957,14.7
1958,21.0
1959,20.9
1960,18.4
1961,18.8
1962,18.4
1963,18.9
1964,20.2
1965,25.1
1966,26.7
1967,21.9
1968,29.0
1969,24.1
1970,22.1
1971,19.5
1972,21.9
1973,15.8
1974,26.2
1975,22.5
1976,12.1
1977,24.6
1978,15.2
1979,16.1
1980,27.0
1981,16.6
1982,14.8
1983,19.8
1984,22.0
1985,21.8
1986,28.8
1987,18.3
1988,23.0
1989,19.6
1990,18.4
1991,19.0
1992,21.9
1993,19.8
1994,18.6
1995,20.7
1996,18.4
1997,21.1
1998,19.5
1999,24.4
2000,17.3
2001,19.5
2002,28.4
2003,18.6
2004,19.1
2005,20.5
2006,29.2
2007,18.3
2008,19.5
2009,15.8
2010,23.5
2011,22.0
2012,20.5
2013,20.6
2014,
2015,20.2
2016,
2017,
2018,
