,TMAX
1881,16.2
1882,
1883,
1884,12.0
1885,23.4
1886,13.8
1887,25.1
1888,12.0
1889,20.5
1890,14.2
1891,25.7
1892,18.2
1893,21.3
1894,9.1
1895,23.9
1896,24.2
1897,21.8
1898,18.7
1899,4.6
1900,20.9
1901,19.5
1902,11.2
1903,21.4
1904,4.4
1905,11.5
1906,19.3
1907,9.2
1908,20.2
1909,7.8
1910,16.5
1911,10.2
1912,16.1
1913,17.7
1914,18.6
1915,13.6
1916,9.5
1917,11.6
1918,10.9
1919,14.0
1920,21.9
1921,18.9
1922,20.6
1923,18.2
1924,14.7
1925,5.4
1926,25.5
1927,18.1
1928,16.1
1929,16.2
1930,21.9
1931,21.9
1932,8.1
1933,16.1
1934,11.9
1935,15.7
1936,16.6
1937,22.5
1938,10.9
1939,18.3
1940,12.3
1941,13.7
1942,13.5
1943,16.2
1944,15.8
1945,6.1
1946,14.2
1947,17.4
1948,16.1
1949,15.9
1950,21.4
1951,9.4
1952,13.6
1953,27.6
1954,12.3
1955,10.0
1956,16.3
1957,18.6
1958,15.7
1959,8.8
1960,17.9
1961,11.6
1962,14.4
1963,26.6
1964,17.2
1965,9.8
1966,20.1
1967,20.9
1968,5.8
1969,9.6
1970,15.7
1971,5.0
1972,17.3
1973,23.0
1974,10.5
1975,12.4
1976,22.0
1977,15.9
1978,16.0
1979,25.8
1980,9.4
1981,24.4
1982,16.6
1983,20.6
1984,22.5
1985,13.6
1986,19.6
1987,15.1
1988,26.0
1989,17.5
1990,11.7
1991,13.5
1992,17.0
1993,12.8
1994,12.1
1995,14.6
1996,16.9
1997,6.4
1998,11.5
1999,25.7
2000,19.3
2001,13.2
2002,14.0
2003,18.0
2004,11.9
2005,24.8
2006,19.2
2007,15.8
2008,12.2
2009,16.5
2010,19.6
2011,24.2
2012,18.1
2013,17.5
2014,
2015,
2016,22.0
2017,
2018,21.2
