,TMAX
1881,-1.9
1882,
1883,2.0
1884,-0.5
1885,-11.7
1886,3.7
1887,1.7
1888,2.4
1889,-5.3
1890,-5.0
1891,-2.5
1892,-4.8
1893,-2.4
1894,-5.9
1895,-2.8
1896,-7.1
1897,-12.3
1898,1.0
1899,-6.9
1900,3.7
1901,0.5
1902,-1.1
1903,
1904,-3.0
1905,3.7
1906,0.5
1907,-6.4
1908,3.1
1909,0.5
1910,0.8
1911,-1.4
1912,-1.0
1913,-0.6
1914,5.6
1915,-2.6
1916,-3.5
1917,-1.6
1918,-11.4
1919,0.4
1920,-7.5
1921,-19.6
1922,-8.6
1923,2.4
1924,2.8
1925,-1.8
1926,1.3
1927,-3.1
1928,1.4
1929,3.1
1930,0.7
1931,1.3
1932,1.3
1933,2.2
1934,0.9
1935,0.7
1936,1.9
1937,-8.2
1938,1.5
1939,-6.9
1940,-3.8
1941,-12.4
1942,-5.1
1943,-2.3
1944,0.7
1945,-5.3
1946,-2.1
1947,1.3
1948,4.6
1949,6.4
1950,1.0
1951,3.8
1952,-6.7
1953,2.2
1954,-2.0
1955,-17.0
1956,0.8
1957,-0.5
1958,-6.3
1959,-14.7
1960,2.4
1961,-0.7
1962,1.7
1963,-11.8
1964,4.8
1965,-0.2
1966,-3.0
1967,-4.0
1968,-8.6
1969,0.3
1970,2.7
1971,-0.1
1972,4.4
1973,-7.6
1974,2.1
1975,-3.3
1976,1.8
1977,-3.5
1978,-2.8
1979,-3.2
1980,2.0
1981,-5.2
1982,-1.9
1983,-0.5
1984,2.9
1985,-3.6
1986,1.3
1987,-6.8
1988,-0.2
1989,-9.6
1990,-0.4
1991,2.0
1992,0.7
1993,1.3
1994,-1.2
1995,-3.3
1996,4.6
1997,-0.7
1998,-5.5
1999,4.0
2000,6.9
2001,-1.4
2002,-5.0
2003,3.3
2004,1.2
2005,-1.1
2006,8.8
2007,4.0
2008,-2.0
2009,-0.5
2010,-3.5
2011,2.4
2012,-4.5
2013,-4.7
2014,2.7
2015,
2016,
2017,
2018,-0.4
