,TMAX
1881,10.2
1882,
1883,10.7
1884,17.5
1885,5.0
1886,9.5
1887,8.0
1888,13.5
1889,16.2
1890,10.7
1891,14.2
1892,11.1
1893,14.5
1894,9.8
1895,14.7
1896,10.5
1897,6.8
1898,10.4
1899,15.5
1900,13.6
1901,14.5
1902,4.0
1903,
1904,18.2
1905,8.8
1906,8.0
1907,7.5
1908,11.4
1909,10.4
1910,12.7
1911,11.8
1912,8.5
1913,9.3
1914,7.1
1915,13.5
1916,6.5
1917,6.0
1918,10.6
1919,13.1
1920,12.1
1921,7.4
1922,7.9
1923,12.0
1924,14.4
1925,13.6
1926,14.3
1927,14.4
1928,4.9
1929,14.5
1930,5.3
1931,7.4
1932,13.2
1933,12.5
1934,9.2
1935,12.4
1936,7.0
1937,10.9
1938,15.0
1939,7.8
1940,12.0
1941,12.1
1942,18.5
1943,12.9
1944,13.7
1945,7.2
1946,8.3
1947,8.2
1948,9.9
1949,11.8
1950,12.9
1951,11.2
1952,6.7
1953,12.6
1954,8.2
1955,15.4
1956,13.4
1957,6.4
1958,11.6
1959,9.5
1960,8.8
1961,15.5
1962,12.7
1963,9.5
1964,11.2
1965,13.0
1966,9.2
1967,10.9
1968,7.4
1969,8.7
1970,8.3
1971,10.4
1972,8.0
1973,14.0
1974,18.1
1975,17.3
1976,8.3
1977,9.8
1978,5.6
1979,5.6
1980,6.0
1981,15.9
1982,11.3
1983,8.8
1984,11.7
1985,8.2
1986,10.0
1987,11.1
1988,13.0
1989,6.1
1990,8.3
1991,17.5
1992,11.0
1993,9.8
1994,11.0
1995,11.1
1996,12.5
1997,10.1
1998,6.4
1999,14.9
2000,19.0
2001,10.6
2002,12.0
2003,13.8
2004,13.6
2005,18.4
2006,9.7
2007,20.2
2008,10.0
2009,7.0
2010,12.9
2011,15.1
2012,13.7
2013,7.2
2014,
2015,
2016,15.2
2017,10.3
2018,13.3
