,TMAX
1881,-14.6
1882,
1883,
1884,-6.2
1885,-2.2
1886,-7.1
1887,-6.3
1888,0.7
1889,-4.7
1890,2.4
1891,-2.3
1892,1.5
1893,-14.8
1894,-3.8
1895,-1.8
1896,1.9
1897,-6.6
1898,-2.2
1899,1.1
1900,-11.6
1901,-1.6
1902,1.3
1903,
1904,-2.5
1905,-5.6
1906,-1.6
1907,
1908,-17.8
1909,-1.8
1910,3.0
1911,0.0
1912,
1913,-2.5
1914,-17.2
1915,-6.0
1916,-1.5
1917,-8.3
1918,-16.3
1919,-2.0
1920,-1.9
1921,0.4
1922,-10.4
1923,0.2
1924,-3.8
1925,-2.1
1926,-22.8
1927,-11.1
1928,1.9
1929,0.7
1930,1.9
1931,-2.4
1932,-3.5
1933,-5.9
1934,-3.2
1935,-12.2
1936,1.2
1937,-0.3
1938,-6.7
1939,-16.6
1940,-2.4
1941,-2.9
1942,-22.6
1943,-8.9
1944,-6.0
1945,-2.8
1946,2.2
1947,-13.7
1948,-12.7
1949,2.4
1950,-22.5
1951,-10.8
1952,1.8
1953,-4.6
1954,-10.1
1955,-0.5
1956,-10.1
1957,0.3
1958,-4.5
1959,1.6
1960,-11.3
1961,1.7
1962,0.5
1963,-15.0
1964,1.1
1965,-8.8
1966,-13.6
1967,-5.8
1968,-21.7
1969,-9.8
1970,-5.4
1971,5.3
1972,-3.4
1973,0.2
1974,-9.8
1975,-4.1
1976,-16.0
1977,-5.1
1978,1.6
1979,-0.3
1980,-5.2
1981,-0.3
1982,-3.4
1983,1.0
1984,-8.5
1985,-9.3
1986,-7.2
1987,-30.4
1988,2.0
1989,1.3
1990,0.7
1991,4.0
1992,3.3
1993,5.7
1994,-3.3
1995,-4.0
1996,-4.1
1997,-10.0
1998,1.2
1999,-13.7
2000,2.3
2001,-0.4
2002,1.5
2003,-14.3
2004,-5.4
2005,5.1
2006,0.9
2007,4.8
2008,2.8
2009,2.7
2010,-4.5
2011,2.3
2012,1.2
2013,-6.5
2014,
2015,-0.7
2016,
2017,
2018,
2019,
