,TMAX
1881,9.5
1882,
1883,7.8
1884,11.6
1885,13.3
1886,11.2
1887,8.5
1888,8.5
1889,17.3
1890,3.6
1891,12.6
1892,9.6
1893,11.7
1894,7.5
1895,9.9
1896,14.4
1897,7.3
1898,2.4
1899,13.4
1900,9.3
1901,11.4
1902,2.7
1903,
1904,12.6
1905,8.1
1906,7.3
1907,12.3
1908,10.1
1909,10.4
1910,10.3
1911,2.4
1912,6.3
1913,4.8
1914,10.9
1915,5.1
1916,9.1
1917,10.4
1918,13.2
1919,4.5
1920,10.5
1921,7.9
1922,8.3
1923,10.4
1924,11.5
1925,3.8
1926,8.3
1927,3.5
1928,6.6
1929,9.2
1930,6.7
1931,10.7
1932,9.3
1933,11.2
1934,9.3
1935,11.6
1936,4.5
1937,4.4
1938,10.2
1939,5.6
1940,12.1
1941,2.5
1942,9.2
1943,9.5
1944,16.3
1945,5.7
1946,1.9
1947,10.9
1948,7.8
1949,9.8
1950,11.3
1951,10.6
1952,5.9
1953,13.3
1954,10.3
1955,14.3
1956,9.3
1957,11.4
1958,10.0
1959,5.7
1960,12.7
1961,12.6
1962,7.7
1963,8.0
1964,9.9
1965,9.5
1966,3.4
1967,13.1
1968,8.7
1969,10.9
1970,8.3
1971,11.0
1972,9.5
1973,4.0
1974,9.8
1975,9.5
1976,1.8
1977,8.0
1978,10.7
1979,13.7
1980,12.0
1981,9.5
1982,5.5
1983,6.0
1984,7.6
1985,10.0
1986,9.4
1987,13.0
1988,10.2
1989,7.5
1990,7.5
1991,13.7
1992,1.2
1993,14.4
1994,8.1
1995,12.3
1996,9.5
1997,8.5
1998,11.5
1999,9.0
2000,11.0
2001,8.4
2002,4.9
2003,10.2
2004,10.4
2005,15.4
2006,8.5
2007,6.0
2008,11.2
2009,3.0
2010,5.7
2011,8.1
2012,7.5
2013,11.6
2014,
2015,
2016,
2017,8.1
2018,
