,TMAX
1881,2.0
1882,
1883,5.6
1884,4.1
1885,3.5
1886,6.7
1887,-0.6
1888,-2.6
1889,2.0
1890,-1.6
1891,-2.0
1892,3.5
1893,-2.6
1894,1.6
1895,1.1
1896,-5.1
1897,3.9
1898,4.4
1899,3.3
1900,-1.0
1901,-3.2
1902,4.0
1903,
1904,-1.6
1905,0.5
1906,0.1
1907,1.8
1908,-3.2
1909,5.2
1910,1.0
1911,4.4
1912,1.9
1913,3.3
1914,4.2
1915,4.5
1916,5.8
1917,6.9
1918,4.7
1919,-6.6
1920,2.1
1921,-7.1
1922,2.5
1923,6.6
1924,1.4
1925,1.0
1926,3.6
1927,-2.3
1928,0.5
1929,3.5
1930,1.8
1931,6.6
1932,4.5
1933,1.2
1934,3.6
1935,7.0
1936,6.6
1937,9.3
1938,2.9
1939,6.2
1940,0.2
1941,-4.1
1942,-1.3
1943,-1.9
1944,4.3
1945,-1.5
1946,1.1
1947,-0.9
1948,-2.2
1949,3.2
1950,4.4
1951,-7.5
1952,3.5
1953,7.0
1954,7.6
1955,8.3
1956,-6.1
1957,3.8
1958,5.7
1959,3.7
1960,1.4
1961,-5.1
1962,-1.5
1963,1.2
1964,2.6
1965,-2.5
1966,3.7
1967,6.1
1968,-1.0
1969,6.3
1970,1.1
1971,4.3
1972,6.2
1973,1.2
1974,5.3
1975,1.6
1976,2.5
1977,9.8
1978,3.6
1979,3.0
1980,-2.3
1981,1.1
1982,9.1
1983,-2.4
1984,-2.0
1985,3.1
1986,10.2
1987,1.5
1988,1.7
1989,7.0
1990,-1.0
1991,4.0
1992,-1.1
1993,-3.6
1994,-2.4
1995,-1.2
1996,1.6
1997,1.4
1998,-8.2
1999,5.0
2000,5.2
2001,4.1
2002,-4.0
2003,5.7
2004,9.0
2005,8.9
2006,-0.8
2007,0.8
2008,10.8
2009,1.3
2010,6.3
2011,5.0
2012,7.9
2013,6.1
2014,
2015,
2016,-2.9
2017,
2018,
