,TMAX
1881,8.6
1882,
1883,6.4
1884,4.1
1885,8.3
1886,8.4
1887,3.5
1888,6.0
1889,14.0
1890,8.8
1891,12.9
1892,4.8
1893,6.1
1894,6.7
1895,6.8
1896,7.3
1897,9.9
1898,0.4
1899,7.4
1900,8.2
1901,7.6
1902,-1.8
1903,
1904,10.9
1905,5.9
1906,10.2
1907,17.6
1908,4.0
1909,14.8
1910,10.3
1911,4.0
1912,7.0
1913,6.6
1914,6.3
1915,9.8
1916,11.9
1917,13.7
1918,9.8
1919,7.8
1920,3.5
1921,5.3
1922,8.3
1923,8.3
1924,5.8
1925,2.4
1926,3.6
1927,2.6
1928,2.6
1929,6.7
1930,10.9
1931,10.2
1932,12.1
1933,6.6
1934,5.7
1935,10.4
1936,2.6
1937,7.1
1938,5.8
1939,4.3
1940,8.4
1941,1.6
1942,11.4
1943,10.1
1944,13.9
1945,2.7
1946,3.3
1947,10.7
1948,8.6
1949,10.6
1950,11.3
1951,9.4
1952,4.0
1953,11.8
1954,7.9
1955,11.9
1956,5.3
1957,6.3
1958,6.5
1959,8.6
1960,3.4
1961,9.3
1962,1.7
1963,6.5
1964,11.3
1965,10.3
1966,5.7
1967,13.9
1968,3.5
1969,8.7
1970,6.4
1971,2.9
1972,8.0
1973,6.5
1974,9.3
1975,9.4
1976,2.6
1977,4.7
1978,5.2
1979,15.6
1980,11.2
1981,8.5
1982,8.6
1983,12.7
1984,2.4
1985,10.7
1986,9.7
1987,12.0
1988,10.6
1989,8.4
1990,11.5
1991,12.5
1992,4.8
1993,6.7
1994,9.4
1995,8.1
1996,6.4
1997,4.9
1998,8.8
1999,7.7
2000,11.6
2001,10.6
2002,1.9
2003,6.0
2004,9.3
2005,7.5
2006,8.4
2007,9.1
2008,9.6
2009,5.9
2010,3.4
2011,9.8
2012,12.8
2013,9.0
2014,
2015,
2016,8.6
2017,
2018,16.1
