,TMAX
1881,-4.1
1882,
1883,
1884,3.7
1885,3.3
1886,9.8
1887,5.2
1888,6.5
1889,1.3
1890,5.3
1891,3.3
1892,0.4
1893,5.4
1894,8.0
1895,3.8
1896,-0.6
1897,1.3
1898,3.9
1899,1.5
1900,1.6
1901,3.3
1902,0.8
1903,
1904,4.7
1905,0.7
1906,3.8
1907,5.3
1908,7.3
1909,2.0
1910,8.2
1911,3.3
1912,0.7
1913,15.2
1914,4.6
1915,2.1
1916,4.1
1917,3.6
1918,5.4
1919,1.2
1920,10.9
1921,9.2
1922,1.7
1923,1.0
1924,1.4
1925,8.1
1926,0.8
1927,2.7
1928,2.7
1929,-3.0
1930,7.5
1931,-2.9
1932,3.2
1933,2.7
1934,5.2
1935,5.1
1936,2.2
1937,7.5
1938,1.6
1939,0.6
1940,6.1
1941,-2.4
1942,-1.5
1943,2.9
1944,1.4
1945,3.7
1946,3.5
1947,3.4
1948,8.9
1949,5.2
1950,12.9
1951,5.0
1952,-1.0
1953,6.9
1954,3.4
1955,0.2
1956,-3.7
1957,11.9
1958,6.9
1959,2.9
1960,1.3
1961,3.0
1962,5.6
1963,2.9
1964,4.6
1965,-2.7
1966,12.9
1967,4.6
1968,8.0
1969,1.7
1970,4.6
1971,10.9
1972,4.5
1973,5.9
1974,11.3
1975,9.5
1976,4.3
1977,5.9
1978,3.7
1979,5.4
1980,2.3
1981,5.0
1982,11.3
1983,16.2
1984,8.8
1985,6.4
1986,3.7
1987,11.3
1988,12.7
1989,2.2
1990,13.8
1991,8.9
1992,12.8
1993,8.0
1994,12.3
1995,1.8
1996,2.6
1997,9.5
1998,-1.7
1999,7.5
2000,2.2
2001,5.7
2002,3.9
2003,0.6
2004,4.2
2005,8.0
2006,5.6
2007,5.4
2008,13.7
2009,3.0
2010,14.6
2011,8.9
2012,3.7
2013,4.0
2014,
2015,
2016,7.4
2017,
2018,
2019,12.6
