,TMAX
1881,18.3
1882,
1883,
1884,20.4
1885,26.2
1886,21.0
1887,17.8
1888,26.1
1889,21.4
1890,19.8
1891,18.3
1892,17.1
1893,24.1
1894,24.8
1895,22.5
1896,26.9
1897,21.7
1898,22.4
1899,16.1
1900,22.2
1901,23.0
1902,18.1
1903,20.4
1904,23.7
1905,18.8
1906,23.9
1907,18.1
1908,21.7
1909,19.2
1910,23.1
1911,27.7
1912,30.7
1913,27.0
1914,15.1
1915,22.9
1916,17.2
1917,25.6
1918,16.8
1919,21.5
1920,27.9
1921,28.7
1922,16.9
1923,15.9
1924,23.0
1925,20.2
1926,17.2
1927,27.3
1928,14.4
1929,19.8
1930,17.1
1931,23.1
1932,30.7
1933,21.6
1934,18.1
1935,23.0
1936,25.9
1937,19.0
1938,20.1
1939,24.1
1940,21.2
1941,25.5
1942,19.2
1943,25.6
1944,17.4
1945,22.1
1946,22.2
1947,19.2
1948,19.9
1949,20.7
1950,18.1
1951,23.8
1952,26.8
1953,19.1
1954,20.5
1955,20.4
1956,18.5
1957,21.7
1958,17.8
1959,27.6
1960,14.0
1961,25.2
1962,16.4
1963,24.3
1964,24.3
1965,16.9
1966,21.8
1967,29.8
1968,21.1
1969,19.6
1970,20.5
1971,25.3
1972,28.3
1973,24.9
1974,19.0
1975,27.5
1976,15.4
1977,29.4
1978,23.4
1979,19.7
1980,21.9
1981,20.4
1982,24.2
1983,28.0
1984,26.0
1985,20.5
1986,22.6
1987,17.9
1988,17.4
1989,22.6
1990,26.3
1991,24.6
1992,27.3
1993,24.5
1994,28.2
1995,23.2
1996,16.9
1997,25.5
1998,18.9
1999,29.1
2000,20.2
2001,21.3
2002,21.1
2003,26.9
2004,27.4
2005,23.3
2006,19.6
2007,22.4
2008,16.6
2009,19.0
2010,34.2
2011,23.9
2012,23.4
2013,26.6
2014,
2015,
2016,
2017,
2018,
