,TMAX
1881,-2.6
1882,
1883,5.7
1884,7.1
1885,6.5
1886,5.4
1887,6.7
1888,6.6
1889,0.7
1890,5.2
1891,-2.4
1892,5.8
1893,8.1
1894,1.0
1895,3.7
1896,7.9
1897,7.1
1898,4.3
1899,4.8
1900,5.7
1901,10.2
1902,6.4
1903,
1904,7.5
1905,3.6
1906,2.5
1907,1.7
1908,5.8
1909,9.4
1910,2.1
1911,9.4
1912,2.9
1913,8.5
1914,1.7
1915,-0.1
1916,-0.2
1917,8.9
1918,9.5
1919,0.9
1920,-6.7
1921,-5.6
1922,0.2
1923,0.6
1924,8.3
1925,9.2
1926,-1.1
1927,0.6
1928,8.5
1929,12.6
1930,11.3
1931,0.5
1932,2.0
1933,8.4
1934,8.3
1935,4.2
1936,5.8
1937,11.1
1938,3.5
1939,3.4
1940,4.8
1941,-1.3
1942,7.8
1943,8.6
1944,1.5
1945,6.0
1946,2.1
1947,4.6
1948,2.7
1949,3.7
1950,2.3
1951,4.3
1952,0.3
1953,9.2
1954,5.4
1955,4.5
1956,0.4
1957,10.4
1958,3.7
1959,7.9
1960,1.1
1961,9.5
1962,7.5
1963,8.2
1964,8.1
1965,11.5
1966,2.0
1967,11.6
1968,3.2
1969,2.4
1970,0.6
1971,7.3
1972,3.5
1973,2.9
1974,6.1
1975,5.3
1976,0.4
1977,10.1
1978,4.5
1979,-1.5
1980,0.9
1981,5.3
1982,8.6
1983,5.0
1984,6.5
1985,-0.7
1986,8.0
1987,6.7
1988,9.4
1989,6.7
1990,6.7
1991,3.0
1992,-2.3
1993,4.2
1994,7.8
1995,8.9
1996,6.1
1997,2.8
1998,7.6
1999,8.2
2000,3.2
2001,9.2
2002,4.0
2003,8.1
2004,7.0
2005,5.6
2006,1.6
2007,8.2
2008,9.5
2009,5.5
2010,7.7
2011,9.9
2012,2.3
2013,11.9
2014,13.6
2015,4.0
2016,
2017,3.6
2018,2.7
