,TMAX
1881,-2.4
1882,
1883,4.8
1884,5.1
1885,0.2
1886,4.5
1887,6.7
1888,-2.2
1889,5.9
1890,9.4
1891,2.0
1892,1.0
1893,0.1
1894,4.4
1895,3.5
1896,4.4
1897,7.0
1898,7.6
1899,11.0
1900,0.4
1901,5.5
1902,-3.3
1903,
1904,1.9
1905,0.2
1906,0.5
1907,0.5
1908,-2.8
1909,6.8
1910,-0.3
1911,7.4
1912,-3.6
1913,4.3
1914,-0.1
1915,-2.6
1916,3.9
1917,3.3
1918,7.7
1919,-0.4
1920,-3.2
1921,1.3
1922,3.5
1923,6.2
1924,1.9
1925,1.2
1926,1.7
1927,4.3
1928,5.1
1929,2.6
1930,12.2
1931,9.1
1932,1.2
1933,5.0
1934,5.2
1935,2.4
1936,7.2
1937,7.4
1938,3.3
1939,1.0
1940,0.6
1941,-4.4
1942,-2.7
1943,3.2
1944,3.9
1945,3.2
1946,4.8
1947,5.1
1948,9.6
1949,3.6
1950,-1.1
1951,-0.7
1952,1.7
1953,-0.3
1954,5.8
1955,2.8
1956,0.4
1957,12.2
1958,7.0
1959,5.2
1960,10.1
1961,7.8
1962,7.6
1963,2.0
1964,0.5
1965,5.7
1966,5.0
1967,11.6
1968,1.0
1969,-3.2
1970,-3.2
1971,-0.6
1972,3.3
1973,4.6
1974,4.6
1975,7.0
1976,3.5
1977,4.9
1978,2.8
1979,1.9
1980,2.9
1981,1.0
1982,1.5
1983,8.0
1984,5.3
1985,5.6
1986,4.2
1987,2.3
1988,3.5
1989,10.5
1990,2.9
1991,6.1
1992,0.6
1993,1.4
1994,3.9
1995,2.7
1996,10.9
1997,-0.7
1998,1.4
1999,8.7
2000,11.2
2001,1.8
2002,3.5
2003,7.4
2004,8.0
2005,8.1
2006,-4.5
2007,-0.5
2008,4.3
2009,1.2
2010,4.5
2011,3.4
2012,4.8
2013,8.4
2014,
2015,4.3
2016,-1.9
2017,
2018,5.2
