,TMAX
1881,18.2
1882,
1883,21.9
1884,17.8
1885,10.4
1886,16.4
1887,18.8
1888,19.3
1889,15.9
1890,18.3
1891,20.2
1892,23.4
1893,11.1
1894,11.3
1895,17.3
1896,15.5
1897,15.9
1898,10.5
1899,12.5
1900,11.9
1901,11.8
1902,17.9
1903,16.7
1904,17.0
1905,14.1
1906,15.0
1907,24.0
1908,14.0
1909,20.0
1910,23.2
1911,11.3
1912,23.2
1913,15.5
1914,11.7
1915,20.5
1916,10.7
1917,16.3
1918,14.1
1919,21.1
1920,23.6
1921,14.6
1922,16.9
1923,13.9
1924,17.6
1925,15.6
1926,17.3
1927,18.3
1928,16.3
1929,14.9
1930,8.9
1931,17.9
1932,17.4
1933,12.7
1934,25.7
1935,17.3
1936,17.5
1937,18.4
1938,27.6
1939,20.1
1940,17.2
1941,14.3
1942,23.6
1943,16.5
1944,14.4
1945,16.9
1946,21.2
1947,16.4
1948,18.5
1949,18.7
1950,12.8
1951,19.7
1952,14.8
1953,13.4
1954,21.0
1955,19.1
1956,16.6
1957,18.9
1958,16.0
1959,16.0
1960,16.2
1961,13.0
1962,16.4
1963,22.7
1964,17.6
1965,16.7
1966,18.8
1967,27.5
1968,29.0
1969,13.9
1970,16.3
1971,13.6
1972,12.7
1973,15.0
1974,21.1
1975,18.7
1976,11.6
1977,21.9
1978,18.1
1979,18.8
1980,16.5
1981,14.6
1982,12.3
1983,20.0
1984,13.7
1985,18.4
1986,13.4
1987,14.9
1988,22.6
1989,14.5
1990,13.1
1991,15.0
1992,18.6
1993,12.0
1994,18.0
1995,23.4
1996,14.2
1997,20.2
1998,15.6
1999,21.2
2000,14.9
2001,16.3
2002,21.6
2003,16.6
2004,19.9
2005,17.4
2006,18.0
2007,17.7
2008,18.8
2009,16.9
2010,14.1
2011,19.9
2012,19.1
2013,19.0
2014,
2015,19.3
2016,18.5
2017,15.3
2018,22.5
