,TMAX
1881,21.1
1882,
1883,
1884,11.7
1885,5.0
1886,6.1
1887,16.2
1888,20.1
1889,18.8
1890,16.4
1891,9.3
1892,11.5
1893,5.3
1894,19.9
1895,10.8
1896,12.6
1897,17.5
1898,19.2
1899,5.1
1900,11.3
1901,8.8
1902,11.5
1903,10.0
1904,9.1
1905,15.1
1906,26.0
1907,12.7
1908,2.2
1909,10.6
1910,17.6
1911,11.4
1912,5.9
1913,3.7
1914,9.4
1915,5.1
1916,12.1
1917,8.2
1918,-0.5
1919,15.0
1920,16.3
1921,10.3
1922,13.4
1923,2.4
1924,12.3
1925,20.1
1926,1.4
1927,14.1
1928,9.3
1929,7.6
1930,7.2
1931,15.7
1932,8.6
1933,7.1
1934,17.3
1935,7.4
1936,10.0
1937,14.7
1938,4.1
1939,5.6
1940,18.8
1941,12.9
1942,4.4
1943,13.5
1944,11.7
1945,16.0
1946,10.2
1947,10.6
1948,23.8
1949,8.7
1950,20.8
1951,13.3
1952,9.4
1953,11.9
1954,10.1
1955,7.8
1956,13.7
1957,14.2
1958,8.4
1959,20.8
1960,11.3
1961,18.7
1962,10.3
1963,14.3
1964,13.2
1965,8.1
1966,14.5
1967,7.9
1968,10.5
1969,8.6
1970,18.0
1971,8.7
1972,18.2
1973,10.7
1974,9.0
1975,15.0
1976,16.1
1977,16.8
1978,13.7
1979,9.1
1980,11.9
1981,6.0
1982,11.3
1983,13.0
1984,23.1
1985,20.6
1986,11.3
1987,23.7
1988,21.0
1989,14.1
1990,16.1
1991,15.3
1992,10.5
1993,19.2
1994,10.5
1995,6.4
1996,24.8
1997,6.3
1998,16.3
1999,6.3
2000,11.4
2001,23.0
2002,23.1
2003,8.6
2004,22.6
2005,9.8
2006,21.0
2007,7.1
2008,22.8
2009,22.1
2010,7.7
2011,7.2
2012,12.6
2013,18.4
2014,
2015,
2016,
2017,
2018,14.2
