,TMAX
1881,
1882,
1883,1.9
1884,-0.9
1885,-1.4
1886,-6.1
1887,-14.9
1888,-12.7
1889,-2.0
1890,0.5
1891,-2.1
1892,-17.6
1893,2.7
1894,-1.2
1895,-8.8
1896,0.8
1897,3.5
1898,0.9
1899,2.0
1900,-17.2
1901,-5.1
1902,-4.4
1903,
1904,-19.0
1905,-13.3
1906,-8.1
1907,-13.4
1908,-5.3
1909,-3.5
1910,-3.7
1911,-6.5
1912,-3.6
1913,-7.3
1914,1.3
1915,-4.5
1916,-14.0
1917,1.1
1918,-3.0
1919,-9.6
1920,-5.7
1921,-5.6
1922,1.4
1923,-9.6
1924,1.3
1925,3.7
1926,-15.5
1927,-2.5
1928,-5.4
1929,2.7
1930,-15.6
1931,-7.8
1932,2.2
1933,-6.9
1934,-10.6
1935,3.7
1936,3.8
1937,-4.7
1938,-6.0
1939,-10.6
1940,-15.1
1941,-15.1
1942,-2.8
1943,-0.5
1944,1.5
1945,-3.8
1946,-6.1
1947,-9.3
1948,3.0
1949,-10.6
1950,-14.5
1951,1.7
1952,-4.7
1953,-5.8
1954,-3.2
1955,-3.7
1956,-7.0
1957,0.8
1958,-9.8
1959,-3.5
1960,-1.2
1961,-0.8
1962,-9.0
1963,3.1
1964,-2.1
1965,-5.3
1966,2.1
1967,-4.8
1968,-3.6
1969,-6.7
1970,-2.8
1971,0.8
1972,3.9
1973,3.9
1974,-2.1
1975,5.0
1976,-6.3
1977,-8.3
1978,-20.1
1979,-0.1
1980,2.1
1981,-1.4
1982,-3.3
1983,-0.5
1984,-3.7
1985,-4.7
1986,-11.7
1987,-3.5
1988,-1.0
1989,-1.2
1990,2.0
1991,0.5
1992,-4.4
1993,-1.4
1994,5.6
1995,-3.2
1996,-10.5
1997,-2.8
1998,-1.4
1999,-3.3
2000,-1.5
2001,-5.7
2002,-18.1
2003,-0.3
2004,3.3
2005,2.1
2006,2.4
2007,2.5
2008,1.8
2009,-7.2
2010,-7.8
2011,2.7
2012,1.9
2013,3.8
2014,
2015,-2.1
2016,
2017,2.0
2018,
