,TMAX
1881,22.7
1882,
1883,24.4
1884,16.3
1885,13.5
1886,22.2
1887,14.5
1888,21.8
1889,15.2
1890,17.2
1891,14.6
1892,18.5
1893,9.9
1894,12.0
1895,12.4
1896,12.1
1897,15.4
1898,16.0
1899,10.3
1900,10.9
1901,17.2
1902,12.9
1903,14.7
1904,16.3
1905,15.5
1906,14.4
1907,15.2
1908,14.7
1909,15.5
1910,22.8
1911,9.9
1912,13.4
1913,14.4
1914,17.8
1915,16.2
1916,16.0
1917,13.1
1918,14.5
1919,15.7
1920,16.7
1921,21.7
1922,17.4
1923,13.9
1924,14.6
1925,13.3
1926,15.8
1927,14.4
1928,15.6
1929,10.5
1930,9.0
1931,11.3
1932,26.7
1933,15.4
1934,23.3
1935,11.1
1936,14.4
1937,16.1
1938,17.5
1939,13.5
1940,19.0
1941,16.3
1942,16.2
1943,15.2
1944,13.5
1945,12.4
1946,16.0
1947,15.6
1948,16.0
1949,22.9
1950,13.2
1951,14.7
1952,11.8
1953,11.4
1954,20.0
1955,24.4
1956,13.3
1957,16.3
1958,13.8
1959,16.0
1960,12.6
1961,13.2
1962,14.2
1963,20.3
1964,11.4
1965,21.8
1966,12.5
1967,18.9
1968,14.4
1969,22.5
1970,21.7
1971,13.4
1972,25.7
1973,10.8
1974,16.1
1975,20.0
1976,14.8
1977,12.4
1978,12.9
1979,16.6
1980,17.6
1981,14.4
1982,17.3
1983,13.2
1984,16.9
1985,11.9
1986,14.3
1987,15.0
1988,17.6
1989,11.7
1990,9.6
1991,13.9
1992,17.6
1993,12.2
1994,19.6
1995,15.2
1996,10.4
1997,14.6
1998,17.8
1999,17.3
2000,14.5
2001,18.7
2002,14.4
2003,16.6
2004,16.3
2005,16.8
2006,17.9
2007,12.9
2008,10.8
2009,17.6
2010,16.9
2011,17.3
2012,20.6
2013,15.4
2014,
2015,20.6
2016,19.7
2017,18.1
2018,
