,TMAX
1881,23.8
1882,
1883,
1884,21.5
1885,29.7
1886,22.0
1887,20.5
1888,22.0
1889,14.7
1890,23.9
1891,26.3
1892,18.2
1893,18.1
1894,23.4
1895,16.9
1896,22.5
1897,24.8
1898,25.2
1899,26.0
1900,19.6
1901,27.2
1902,17.1
1903,22.0
1904,19.1
1905,19.6
1906,29.0
1907,27.5
1908,24.0
1909,20.9
1910,22.9
1911,16.7
1912,19.2
1913,19.4
1914,29.0
1915,18.2
1916,19.1
1917,24.3
1918,15.8
1919,26.7
1920,25.9
1921,13.1
1922,18.4
1923,25.2
1924,19.4
1925,21.1
1926,22.4
1927,27.8
1928,23.4
1929,26.4
1930,17.7
1931,20.3
1932,21.7
1933,23.2
1934,20.8
1935,17.5
1936,29.7
1937,19.4
1938,29.6
1939,20.7
1940,29.2
1941,32.2
1942,19.7
1943,23.0
1944,25.0
1945,26.9
1946,22.1
1947,19.8
1948,17.0
1949,25.8
1950,14.8
1951,28.5
1952,27.5
1953,22.2
1954,25.7
1955,25.9
1956,19.5
1957,27.0
1958,22.5
1959,31.2
1960,27.2
1961,21.4
1962,19.3
1963,20.2
1964,24.5
1965,24.4
1966,23.2
1967,19.3
1968,14.3
1969,19.9
1970,18.1
1971,19.6
1972,30.9
1973,23.0
1974,22.3
1975,23.3
1976,16.9
1977,18.8
1978,13.8
1979,22.0
1980,18.7
1981,28.4
1982,26.6
1983,28.0
1984,25.6
1985,21.5
1986,16.2
1987,20.4
1988,28.0
1989,24.3
1990,19.9
1991,23.5
1992,30.0
1993,20.9
1994,29.0
1995,17.8
1996,19.6
1997,19.5
1998,21.9
1999,28.6
2000,22.7
2001,22.8
2002,23.1
2003,24.4
2004,23.4
2005,28.5
2006,28.4
2007,21.0
2008,23.3
2009,25.5
2010,31.9
2011,22.4
2012,24.1
2013,23.5
2014,
2015,
2016,
2017,25.3
2018,29.0
