,TMAX
1881,4.4
1882,
1883,
1884,1.9
1885,6.5
1886,6.4
1887,6.3
1888,5.9
1889,1.5
1890,2.1
1891,1.8
1892,0.9
1893,-0.8
1894,4.5
1895,3.1
1896,-6.2
1897,2.0
1898,1.3
1899,3.5
1900,3.0
1901,-3.8
1902,2.5
1903,
1904,-0.7
1905,3.9
1906,1.9
1907,7.0
1908,5.6
1909,2.8
1910,1.9
1911,-1.5
1912,2.3
1913,1.4
1914,2.5
1915,-3.9
1916,5.1
1917,-1.8
1918,3.2
1919,1.7
1920,10.1
1921,6.5
1922,2.7
1923,3.9
1924,3.5
1925,3.6
1926,-0.2
1927,-0.7
1928,5.7
1929,4.9
1930,-1.4
1931,-2.6
1932,4.8
1933,5.9
1934,1.9
1935,0.3
1936,1.5
1937,1.2
1938,2.5
1939,0.7
1940,3.4
1941,-3.0
1942,-2.9
1943,5.3
1944,-4.3
1945,3.0
1946,4.5
1947,2.1
1948,2.2
1949,7.4
1950,2.7
1951,5.9
1952,-8.9
1953,2.3
1954,3.3
1955,-2.5
1956,3.1
1957,3.7
1958,0.2
1959,0.9
1960,1.3
1961,1.6
1962,0.5
1963,-1.1
1964,3.3
1965,3.8
1966,4.2
1967,7.4
1968,4.5
1969,5.9
1970,2.5
1971,5.3
1972,5.2
1973,13.2
1974,6.9
1975,6.1
1976,4.4
1977,-4.3
1978,9.4
1979,6.1
1980,7.4
1981,1.5
1982,2.9
1983,2.2
1984,2.8
1985,3.6
1986,6.7
1987,4.7
1988,4.7
1989,2.8
1990,7.5
1991,4.2
1992,4.3
1993,4.6
1994,5.0
1995,3.0
1996,4.9
1997,2.1
1998,6.8
1999,8.1
2000,4.4
2001,1.8
2002,9.0
2003,8.4
2004,5.3
2005,0.2
2006,3.7
2007,14.8
2008,8.2
2009,3.9
2010,6.7
2011,1.0
2012,6.1
2013,4.3
2014,
2015,
2016,14.1
2017,1.4
2018,0.5
2019,
