,TMAX
1881,25.2
1882,
1883,
1884,26.1
1885,20.5
1886,17.9
1887,24.9
1888,11.1
1889,25.8
1890,24.0
1891,21.3
1892,16.2
1893,23.2
1894,19.7
1895,26.9
1896,27.4
1897,23.0
1898,24.5
1899,28.6
1900,21.3
1901,19.3
1902,18.7
1903,19.2
1904,22.5
1905,22.6
1906,18.5
1907,29.4
1908,9.9
1909,18.4
1910,20.2
1911,24.6
1912,17.0
1913,22.3
1914,24.4
1915,21.5
1916,21.5
1917,18.5
1918,28.7
1919,18.4
1920,26.8
1921,16.7
1922,19.9
1923,19.2
1924,16.5
1925,13.9
1926,23.0
1927,24.4
1928,16.9
1929,25.6
1930,24.7
1931,18.6
1932,20.9
1933,18.2
1934,17.3
1935,21.0
1936,27.1
1937,25.3
1938,21.3
1939,26.5
1940,22.2
1941,26.0
1942,20.5
1943,18.7
1944,25.9
1945,21.6
1946,19.7
1947,24.3
1948,20.8
1949,22.5
1950,17.0
1951,19.3
1952,23.3
1953,23.6
1954,19.8
1955,25.4
1956,18.9
1957,19.9
1958,24.9
1959,22.4
1960,23.3
1961,20.1
1962,16.6
1963,19.3
1964,22.2
1965,16.9
1966,23.0
1967,17.5
1968,19.9
1969,17.7
1970,26.3
1971,22.5
1972,28.1
1973,24.1
1974,20.0
1975,23.3
1976,19.2
1977,23.5
1978,23.3
1979,17.6
1980,15.4
1981,18.2
1982,19.8
1983,25.6
1984,17.9
1985,14.5
1986,21.4
1987,20.1
1988,28.9
1989,22.9
1990,25.2
1991,21.6
1992,24.7
1993,19.4
1994,24.1
1995,14.2
1996,17.5
1997,29.0
1998,22.6
1999,27.7
2000,21.1
2001,26.4
2002,17.8
2003,25.5
2004,24.2
2005,21.0
2006,21.9
2007,23.5
2008,25.3
2009,23.0
2010,21.5
2011,31.5
2012,23.8
2013,22.4
2014,
2015,21.7
2016,28.1
2017,21.8
2018,
