,TMAX
1881,18.0
1882,
1883,
1884,19.3
1885,25.2
1886,22.2
1887,19.4
1888,20.0
1889,21.5
1890,21.6
1891,19.6
1892,18.0
1893,25.8
1894,22.7
1895,29.2
1896,22.9
1897,19.7
1898,26.5
1899,16.5
1900,25.3
1901,23.7
1902,18.1
1903,19.4
1904,18.9
1905,21.0
1906,18.7
1907,18.6
1908,17.9
1909,21.7
1910,19.0
1911,28.3
1912,30.3
1913,23.7
1914,14.9
1915,24.4
1916,15.1
1917,21.0
1918,18.5
1919,20.3
1920,23.2
1921,24.3
1922,19.2
1923,15.4
1924,26.6
1925,20.8
1926,17.7
1927,25.3
1928,14.9
1929,22.7
1930,20.5
1931,21.9
1932,29.7
1933,16.5
1934,20.0
1935,19.8
1936,20.9
1937,24.4
1938,21.7
1939,26.3
1940,22.7
1941,22.3
1942,19.8
1943,23.4
1944,19.7
1945,25.5
1946,20.5
1947,25.3
1948,21.6
1949,18.4
1950,15.5
1951,22.8
1952,24.6
1953,21.6
1954,20.9
1955,19.8
1956,18.1
1957,22.4
1958,18.5
1959,28.9
1960,19.2
1961,20.1
1962,20.1
1963,20.4
1964,22.5
1965,17.4
1966,22.3
1967,26.9
1968,20.1
1969,21.3
1970,21.5
1971,25.4
1972,26.6
1973,24.7
1974,19.8
1975,26.3
1976,16.9
1977,26.6
1978,16.3
1979,19.3
1980,21.2
1981,22.2
1982,24.6
1983,28.4
1984,24.9
1985,19.8
1986,29.5
1987,17.7
1988,18.3
1989,20.5
1990,27.4
1991,27.4
1992,26.1
1993,22.3
1994,25.6
1995,20.4
1996,20.6
1997,26.4
1998,19.2
1999,25.8
2000,21.0
2001,21.7
2002,18.6
2003,25.1
2004,28.3
2005,21.1
2006,23.4
2007,26.2
2008,17.6
2009,19.1
2010,25.7
2011,22.7
2012,22.7
2013,27.3
2014,
2015,24.0
2016,24.1
2017,21.2
2018,22.7
