,TMAX
1881,19.5
1882,
1883,
1884,19.8
1885,19.8
1886,21.2
1887,16.6
1888,19.4
1889,18.6
1890,16.9
1891,15.1
1892,18.1
1893,22.0
1894,21.1
1895,21.7
1896,15.4
1897,25.1
1898,24.3
1899,16.5
1900,28.5
1901,22.1
1902,20.5
1903,16.0
1904,14.5
1905,21.3
1906,15.8
1907,17.2
1908,23.0
1909,16.5
1910,19.4
1911,27.4
1912,32.3
1913,20.5
1914,21.4
1915,19.8
1916,16.4
1917,28.5
1918,20.6
1919,18.0
1920,17.9
1921,17.7
1922,17.5
1923,17.5
1924,19.6
1925,18.4
1926,15.6
1927,28.0
1928,17.7
1929,29.2
1930,19.7
1931,22.3
1932,31.6
1933,19.3
1934,24.0
1935,24.4
1936,18.2
1937,24.5
1938,25.7
1939,24.6
1940,18.5
1941,19.5
1942,18.4
1943,19.3
1944,25.4
1945,23.8
1946,19.9
1947,25.0
1948,22.7
1949,25.9
1950,22.7
1951,27.2
1952,21.4
1953,16.5
1954,19.4
1955,25.0
1956,17.3
1957,16.6
1958,18.9
1959,21.3
1960,24.9
1961,20.4
1962,18.8
1963,25.8
1964,19.6
1965,17.1
1966,22.4
1967,21.9
1968,19.4
1969,19.6
1970,18.7
1971,19.7
1972,32.5
1973,18.6
1974,14.6
1975,22.6
1976,21.2
1977,24.0
1978,19.3
1979,21.9
1980,22.6
1981,19.6
1982,22.9
1983,25.7
1984,25.0
1985,28.7
1986,25.7
1987,11.3
1988,20.5
1989,22.2
1990,22.9
1991,20.0
1992,18.2
1993,17.3
1994,24.1
1995,16.6
1996,23.9
1997,29.0
1998,19.8
1999,23.9
2000,16.8
2001,23.4
2002,20.1
2003,18.9
2004,21.1
2005,28.1
2006,24.0
2007,27.3
2008,21.0
2009,24.3
2010,30.3
2011,20.8
2012,16.1
2013,28.1
2014,
2015,
2016,23.3
2017,24.1
2018,30.0
