,TMAX
1881,25.2
1882,
1883,
1884,21.7
1885,27.4
1886,15.9
1887,18.5
1888,18.9
1889,18.8
1890,19.6
1891,20.8
1892,19.8
1893,20.6
1894,24.2
1895,15.1
1896,22.4
1897,23.0
1898,20.4
1899,24.0
1900,19.8
1901,23.2
1902,17.7
1903,22.6
1904,14.7
1905,17.6
1906,29.9
1907,26.7
1908,18.0
1909,23.7
1910,22.8
1911,16.4
1912,22.5
1913,23.3
1914,29.6
1915,17.4
1916,18.5
1917,23.1
1918,20.9
1919,28.0
1920,23.7
1921,20.4
1922,19.4
1923,24.9
1924,21.1
1925,17.6
1926,24.4
1927,26.2
1928,18.7
1929,23.4
1930,19.3
1931,19.6
1932,24.1
1933,30.5
1934,19.6
1935,15.0
1936,26.3
1937,14.5
1938,27.5
1939,20.2
1940,29.6
1941,31.6
1942,20.8
1943,25.0
1944,24.6
1945,27.4
1946,23.0
1947,21.8
1948,20.6
1949,23.0
1950,15.5
1951,28.6
1952,26.6
1953,20.5
1954,26.6
1955,25.5
1956,19.9
1957,25.2
1958,18.6
1959,24.1
1960,25.8
1961,21.8
1962,22.6
1963,22.2
1964,25.5
1965,21.8
1966,25.0
1967,20.6
1968,14.4
1969,25.4
1970,19.4
1971,24.5
1972,31.2
1973,24.7
1974,22.4
1975,28.0
1976,16.0
1977,19.0
1978,20.3
1979,23.7
1980,19.4
1981,27.5
1982,28.4
1983,28.8
1984,25.6
1985,23.2
1986,18.9
1987,16.9
1988,27.3
1989,22.7
1990,20.7
1991,20.2
1992,25.8
1993,24.1
1994,25.6
1995,18.0
1996,23.9
1997,17.8
1998,26.1
1999,26.2
2000,24.2
2001,24.9
2002,30.1
2003,23.0
2004,21.7
2005,27.5
2006,27.5
2007,22.5
2008,24.6
2009,22.5
2010,31.4
2011,29.0
2012,26.4
2013,23.6
2014,
2015,13.9
2016,
2017,22.4
2018,27.4
