,TMAX
1881,18.7
1882,
1883,
1884,16.3
1885,26.8
1886,21.6
1887,18.9
1888,16.5
1889,22.1
1890,18.5
1891,20.3
1892,15.3
1893,19.8
1894,22.6
1895,18.7
1896,21.3
1897,16.6
1898,22.5
1899,22.0
1900,23.6
1901,22.2
1902,10.3
1903,23.9
1904,17.7
1905,16.8
1906,24.0
1907,21.4
1908,16.5
1909,25.4
1910,23.2
1911,21.1
1912,19.4
1913,25.7
1914,32.0
1915,25.5
1916,27.1
1917,17.6
1918,17.0
1919,25.8
1920,27.5
1921,21.7
1922,19.9
1923,16.8
1924,18.5
1925,29.9
1926,18.7
1927,24.2
1928,17.5
1929,22.1
1930,26.5
1931,25.5
1932,22.7
1933,30.0
1934,21.6
1935,15.4
1936,22.5
1937,21.5
1938,21.8
1939,25.4
1940,29.0
1941,27.8
1942,23.5
1943,21.7
1944,21.2
1945,24.4
1946,20.6
1947,19.6
1948,18.0
1949,18.6
1950,19.5
1951,21.7
1952,25.6
1953,20.2
1954,23.8
1955,22.3
1956,19.9
1957,19.8
1958,17.0
1959,23.8
1960,22.2
1961,20.6
1962,20.2
1963,18.7
1964,19.7
1965,18.5
1966,20.2
1967,23.8
1968,14.7
1969,28.3
1970,22.9
1971,21.5
1972,24.4
1973,21.5
1974,23.6
1975,18.4
1976,17.7
1977,24.5
1978,17.8
1979,22.8
1980,23.1
1981,24.1
1982,22.7
1983,24.4
1984,20.9
1985,15.0
1986,19.4
1987,23.3
1988,21.9
1989,30.9
1990,21.4
1991,23.3
1992,19.6
1993,17.3
1994,25.8
1995,19.7
1996,28.8
1997,22.8
1998,23.6
1999,22.2
2000,20.8
2001,25.2
2002,22.2
2003,18.1
2004,22.7
2005,27.0
2006,33.2
2007,23.2
2008,19.8
2009,22.2
2010,26.5
2011,28.7
2012,27.2
2013,22.9
2014,
2015,
2016,19.2
2017,
2018,18.6
