,TMAX
1881,6.5
1882,
1883,6.6
1884,13.7
1885,12.3
1886,5.0
1887,8.0
1888,10.9
1889,13.5
1890,3.6
1891,16.5
1892,8.1
1893,12.3
1894,7.8
1895,11.6
1896,14.4
1897,5.9
1898,6.4
1899,10.4
1900,13.2
1901,15.0
1902,7.7
1903,
1904,10.5
1905,8.5
1906,7.5
1907,12.3
1908,6.5
1909,15.7
1910,10.2
1911,7.9
1912,9.0
1913,3.5
1914,6.0
1915,7.7
1916,5.5
1917,9.6
1918,13.7
1919,14.9
1920,8.7
1921,7.1
1922,7.2
1923,9.9
1924,11.7
1925,6.6
1926,7.4
1927,11.0
1928,8.3
1929,13.1
1930,3.9
1931,8.6
1932,6.7
1933,5.9
1934,4.3
1935,14.2
1936,6.1
1937,9.9
1938,13.8
1939,3.3
1940,10.0
1941,6.2
1942,13.0
1943,9.1
1944,10.0
1945,5.2
1946,9.7
1947,11.0
1948,10.5
1949,7.8
1950,13.0
1951,8.6
1952,7.3
1953,8.8
1954,7.7
1955,8.1
1956,12.3
1957,8.2
1958,16.8
1959,10.0
1960,6.9
1961,11.0
1962,14.9
1963,11.7
1964,11.9
1965,11.8
1966,10.5
1967,16.1
1968,2.7
1969,7.8
1970,7.9
1971,8.6
1972,8.8
1973,10.2
1974,11.3
1975,9.1
1976,8.9
1977,3.7
1978,6.7
1979,7.4
1980,9.2
1981,13.9
1982,14.1
1983,12.8
1984,11.5
1985,15.6
1986,7.2
1987,10.3
1988,16.3
1989,6.4
1990,8.7
1991,15.6
1992,10.0
1993,10.3
1994,9.4
1995,16.6
1996,12.0
1997,9.6
1998,7.4
1999,12.9
2000,11.3
2001,12.2
2002,5.3
2003,11.6
2004,14.8
2005,13.5
2006,15.4
2007,12.3
2008,11.5
2009,7.6
2010,12.7
2011,14.6
2012,12.1
2013,10.7
2014,
2015,6.8
2016,10.5
2017,
2018,
