,TMAX
1881,20.0
1882,
1883,19.8
1884,11.7
1885,12.8
1886,19.7
1887,17.9
1888,10.4
1889,8.8
1890,14.8
1891,14.9
1892,15.3
1893,9.4
1894,9.3
1895,13.9
1896,16.4
1897,10.7
1898,15.2
1899,13.7
1900,12.1
1901,17.6
1902,11.9
1903,13.2
1904,8.5
1905,14.7
1906,16.0
1907,19.4
1908,8.0
1909,14.1
1910,19.2
1911,16.1
1912,13.3
1913,19.5
1914,20.8
1915,20.6
1916,11.1
1917,11.0
1918,11.0
1919,13.4
1920,13.1
1921,12.2
1922,13.4
1923,17.0
1924,16.5
1925,14.9
1926,12.3
1927,13.4
1928,14.9
1929,17.3
1930,13.0
1931,9.6
1932,9.8
1933,11.6
1934,14.4
1935,13.0
1936,17.4
1937,18.6
1938,13.3
1939,18.8
1940,13.9
1941,14.0
1942,14.0
1943,18.0
1944,12.1
1945,19.4
1946,17.1
1947,18.7
1948,18.5
1949,20.0
1950,18.4
1951,18.2
1952,9.4
1953,13.1
1954,14.3
1955,26.6
1956,14.1
1957,17.5
1958,11.2
1959,12.1
1960,14.9
1961,16.4
1962,12.0
1963,15.5
1964,13.7
1965,15.4
1966,14.4
1967,19.7
1968,12.5
1969,12.4
1970,15.6
1971,9.7
1972,22.1
1973,10.4
1974,11.9
1975,16.6
1976,22.2
1977,7.4
1978,14.0
1979,12.7
1980,13.4
1981,8.9
1982,9.7
1983,13.9
1984,14.5
1985,16.0
1986,10.7
1987,14.6
1988,13.7
1989,18.3
1990,8.8
1991,15.7
1992,19.6
1993,9.7
1994,20.9
1995,13.3
1996,10.4
1997,12.9
1998,20.2
1999,11.0
2000,11.1
2001,18.8
2002,12.5
2003,15.9
2004,16.3
2005,16.1
2006,13.1
2007,13.4
2008,9.0
2009,19.7
2010,18.9
2011,16.3
2012,14.4
2013,18.6
2014,
2015,19.3
2016,17.0
2017,14.3
2018,
