,TMAX
1881,18.0
1882,
1883,
1884,22.6
1885,24.9
1886,23.4
1887,13.3
1888,19.8
1889,19.8
1890,19.6
1891,25.7
1892,19.0
1893,25.7
1894,22.6
1895,23.4
1896,22.3
1897,18.2
1898,19.4
1899,21.3
1900,22.9
1901,25.7
1902,13.4
1903,19.4
1904,17.2
1905,23.5
1906,18.9
1907,18.0
1908,21.3
1909,21.0
1910,11.7
1911,26.8
1912,26.5
1913,22.2
1914,30.6
1915,16.9
1916,17.0
1917,23.4
1918,17.1
1919,23.0
1920,24.3
1921,20.7
1922,17.9
1923,13.4
1924,14.6
1925,21.9
1926,19.3
1927,18.9
1928,16.3
1929,14.7
1930,23.0
1931,18.1
1932,23.8
1933,13.6
1934,18.3
1935,27.5
1936,24.3
1937,26.8
1938,16.7
1939,21.5
1940,29.6
1941,14.9
1942,25.2
1943,18.2
1944,11.6
1945,17.0
1946,26.3
1947,25.8
1948,25.5
1949,12.3
1950,18.8
1951,26.0
1952,20.8
1953,28.2
1954,17.5
1955,21.8
1956,23.1
1957,18.0
1958,19.8
1959,23.0
1960,20.0
1961,16.4
1962,19.1
1963,20.1
1964,21.3
1965,20.0
1966,26.4
1967,17.2
1968,22.9
1969,14.5
1970,24.5
1971,17.3
1972,28.4
1973,25.7
1974,19.6
1975,23.0
1976,20.0
1977,12.4
1978,25.7
1979,26.8
1980,20.5
1981,29.8
1982,15.1
1983,17.6
1984,20.6
1985,22.0
1986,20.2
1987,19.4
1988,27.1
1989,24.6
1990,25.2
1991,24.0
1992,17.2
1993,20.4
1994,20.9
1995,23.4
1996,17.1
1997,18.6
1998,12.5
1999,31.5
2000,24.3
2001,21.8
2002,18.1
2003,19.5
2004,26.3
2005,23.8
2006,20.5
2007,18.7
2008,15.0
2009,23.7
2010,25.4
2011,20.8
2012,20.1
2013,30.1
2014,
2015,
2016,
2017,19.7
2018,21.6
