,TMAX
1881,16.6
1882,
1883,
1884,21.2
1885,29.5
1886,24.2
1887,23.5
1888,22.2
1889,20.5
1890,25.4
1891,23.7
1892,21.7
1893,20.4
1894,22.6
1895,20.6
1896,22.2
1897,25.8
1898,20.3
1899,27.7
1900,23.7
1901,24.0
1902,17.2
1903,18.3
1904,13.9
1905,22.4
1906,18.7
1907,19.2
1908,28.1
1909,19.0
1910,18.5
1911,18.2
1912,23.0
1913,23.5
1914,25.0
1915,26.4
1916,29.0
1917,21.0
1918,18.9
1919,23.2
1920,21.5
1921,16.6
1922,19.3
1923,19.3
1924,22.6
1925,20.8
1926,21.3
1927,29.9
1928,20.9
1929,17.1
1930,25.4
1931,23.7
1932,27.2
1933,25.3
1934,16.8
1935,22.7
1936,21.2
1937,25.8
1938,26.1
1939,23.1
1940,26.3
1941,20.6
1942,19.9
1943,27.2
1944,24.4
1945,27.1
1946,23.8
1947,21.4
1948,22.1
1949,17.7
1950,21.2
1951,16.8
1952,25.8
1953,22.8
1954,23.3
1955,19.2
1956,14.2
1957,28.1
1958,18.1
1959,23.6
1960,28.0
1961,24.2
1962,20.9
1963,27.0
1964,23.8
1965,22.3
1966,22.6
1967,23.2
1968,15.9
1969,19.6
1970,33.0
1971,19.3
1972,24.7
1973,28.8
1974,26.3
1975,21.8
1976,20.0
1977,20.5
1978,16.8
1979,19.6
1980,16.8
1981,20.5
1982,22.4
1983,24.6
1984,23.3
1985,20.8
1986,24.4
1987,18.0
1988,26.6
1989,19.1
1990,18.7
1991,18.3
1992,24.6
1993,21.4
1994,20.4
1995,19.4
1996,12.4
1997,25.8
1998,20.5
1999,26.1
2000,22.7
2001,31.5
2002,28.1
2003,27.1
2004,25.1
2005,23.5
2006,19.5
2007,21.0
2008,23.8
2009,24.9
2010,27.6
2011,29.9
2012,19.0
2013,18.6
2014,
2015,
2016,22.4
2017,18.0
2018,27.2
