,TMAX
1881,-1.5
1882,
1883,-0.9
1884,3.7
1885,-2.8
1886,1.5
1887,-3.3
1888,-1.3
1889,1.0
1890,-1.1
1891,1.8
1892,-5.5
1893,-1.6
1894,-9.2
1895,-0.4
1896,-5.6
1897,1.4
1898,-0.6
1899,-9.1
1900,-3.0
1901,-6.5
1902,-1.1
1903,
1904,1.3
1905,2.6
1906,2.0
1907,-13.5
1908,1.5
1909,-1.4
1910,0.7
1911,0.5
1912,-9.9
1913,1.4
1914,-3.4
1915,2.0
1916,-1.1
1917,-2.0
1918,-8.0
1919,-12.9
1920,-1.1
1921,-3.9
1922,-6.9
1923,2.4
1924,2.5
1925,-2.9
1926,-2.7
1927,-7.0
1928,-2.6
1929,1.7
1930,-7.0
1931,0.9
1932,0.5
1933,-4.8
1934,-2.7
1935,-0.7
1936,-1.8
1937,-9.3
1938,0.8
1939,-4.6
1940,-9.8
1941,-15.6
1942,3.9
1943,1.6
1944,2.1
1945,-3.9
1946,-12.1
1947,-0.9
1948,-5.8
1949,1.4
1950,2.5
1951,-0.3
1952,0.5
1953,-1.2
1954,2.6
1955,-14.0
1956,2.4
1957,-11.5
1958,-13.9
1959,-7.6
1960,0.1
1961,-3.9
1962,2.5
1963,-7.0
1964,2.1
1965,0.8
1966,-9.7
1967,-11.5
1968,0.7
1969,-0.8
1970,1.2
1971,-6.1
1972,4.2
1973,0.5
1974,2.0
1975,2.4
1976,-3.6
1977,-3.7
1978,-10.4
1979,-10.6
1980,3.7
1981,-3.9
1982,2.6
1983,-9.1
1984,-0.9
1985,2.0
1986,-0.9
1987,-6.2
1988,-5.0
1989,-5.0
1990,2.8
1991,4.0
1992,0.2
1993,0.9
1994,1.1
1995,-1.2
1996,1.0
1997,-3.8
1998,-4.4
1999,7.3
2000,5.5
2001,-4.7
2002,-6.1
2003,-0.1
2004,-2.1
2005,3.5
2006,3.4
2007,0.8
2008,2.0
2009,-0.5
2010,-4.2
2011,2.7
2012,-4.9
2013,6.1
2014,2.5
2015,
2016,
2017,
2018,
