,TMAX
1881,0.0
1882,
1883,-5.4
1884,-7.4
1885,1.3
1886,1.5
1887,0.2
1888,3.3
1889,-6.3
1890,-4.1
1891,2.3
1892,-5.5
1893,-4.5
1894,-1.6
1895,0.8
1896,-11.4
1897,-3.0
1898,6.2
1899,-5.1
1900,-1.1
1901,0.2
1902,-5.4
1903,
1904,4.3
1905,-0.5
1906,-5.7
1907,-3.4
1908,2.0
1909,1.7
1910,-3.8
1911,-3.5
1912,2.1
1913,-0.4
1914,3.3
1915,-12.2
1916,0.5
1917,-0.1
1918,-2.8
1919,1.0
1920,-0.1
1921,0.6
1922,-4.9
1923,1.4
1924,-6.6
1925,1.4
1926,-0.6
1927,-7.3
1928,1.1
1929,3.6
1930,4.0
1931,2.4
1932,1.6
1933,-3.9
1934,-5.9
1935,2.2
1936,1.2
1937,-8.1
1938,2.0
1939,1.3
1940,0.2
1941,-15.6
1942,-2.1
1943,3.1
1944,-5.3
1945,-9.8
1946,1.7
1947,1.8
1948,2.3
1949,1.9
1950,0.3
1951,3.7
1952,-3.2
1953,3.4
1954,-1.3
1955,-1.1
1956,-2.3
1957,1.7
1958,-10.1
1959,-4.8
1960,2.4
1961,3.4
1962,3.6
1963,1.3
1964,1.7
1965,2.1
1966,-10.4
1967,-6.7
1968,1.9
1969,-0.1
1970,2.1
1971,1.1
1972,7.4
1973,-15.9
1974,0.7
1975,-0.6
1976,1.0
1977,-4.8
1978,-3.3
1979,1.9
1980,-10.0
1981,-2.4
1982,3.6
1983,1.5
1984,-3.5
1985,-7.1
1986,0.3
1987,0.2
1988,0.4
1989,-4.8
1990,3.7
1991,-8.3
1992,2.9
1993,4.5
1994,0.8
1995,-3.2
1996,3.8
1997,-1.0
1998,-2.6
1999,4.0
2000,4.9
2001,-10.0
2002,-4.5
2003,-0.5
2004,3.9
2005,-1.5
2006,10.5
2007,3.6
2008,1.5
2009,0.1
2010,0.1
2011,2.0
2012,-2.7
2013,0.5
2014,2.4
2015,
2016,
2017,-0.4
2018,1.7
