,TMAX
1881,21.0
1882,
1883,
1884,18.7
1885,27.9
1886,21.5
1887,20.5
1888,16.9
1889,20.7
1890,21.5
1891,25.4
1892,25.4
1893,20.7
1894,21.8
1895,25.7
1896,22.7
1897,21.0
1898,17.5
1899,22.6
1900,19.2
1901,26.2
1902,21.2
1903,14.8
1904,14.7
1905,28.4
1906,18.4
1907,13.1
1908,28.1
1909,16.5
1910,21.0
1911,20.0
1912,22.5
1913,26.5
1914,25.6
1915,24.3
1916,27.3
1917,24.2
1918,22.6
1919,22.0
1920,16.9
1921,16.9
1922,19.4
1923,19.5
1924,20.8
1925,25.3
1926,21.9
1927,29.1
1928,15.3
1929,21.6
1930,22.8
1931,24.1
1932,19.6
1933,23.4
1934,16.5
1935,22.7
1936,25.2
1937,28.4
1938,29.0
1939,23.8
1940,25.0
1941,27.3
1942,22.3
1943,26.0
1944,20.6
1945,29.5
1946,29.1
1947,22.8
1948,20.5
1949,23.8
1950,23.9
1951,16.8
1952,19.0
1953,18.4
1954,20.2
1955,19.0
1956,16.7
1957,28.5
1958,15.5
1959,24.9
1960,20.7
1961,24.5
1962,25.5
1963,23.2
1964,19.2
1965,23.9
1966,27.8
1967,28.8
1968,13.2
1969,15.2
1970,23.2
1971,23.8
1972,24.8
1973,23.6
1974,28.5
1975,22.1
1976,26.3
1977,25.3
1978,15.4
1979,17.7
1980,21.1
1981,21.9
1982,20.3
1983,17.2
1984,19.3
1985,26.6
1986,21.8
1987,24.4
1988,23.4
1989,20.2
1990,22.6
1991,21.0
1992,23.7
1993,24.1
1994,17.9
1995,21.3
1996,17.4
1997,28.0
1998,19.9
1999,28.9
2000,22.9
2001,29.3
2002,25.2
2003,27.8
2004,24.3
2005,24.7
2006,21.5
2007,19.6
2008,23.6
2009,22.0
2010,26.9
2011,31.2
2012,21.6
2013,18.6
2014,
2015,
2016,
2017,
2018,25.5
